,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,,-19881.5,,
June 2010,3531.25,-19881.5,,
September 2010,3531.25,-72092.0,,
December 2010,3531.25,-61886.5,721.0,721.0
March 2011,0.0,-59430.0,,
June 2011,0.0,-63324.0,,
September 2011,0.0,-64118.0,128444.0,128444.0
December 2011,3531.25,-149730.0,34134.0,5482.0
March 2012,0.0,-1222735.0,44635.0,16883.0
June 2012,0.0,-2027180.0,34596.0,6844.0
September 2012,0.0,-222487.0,53713.0,25961.0
December 2012,0.0,175994.0,28925.0,1173.0
March 2013,0.0,-342713.0,30214.0,2462.0
June 2013,0.0,-968692.0,34577.0,6825.0
September 2013,0.0,-605637.0,48576.0,15929.0
December 2013,5800.0,-1286836.0,41230.0,8841.0
March 2014,38082.0,-630317.0,35978.0,2605.0
June 2014,28598.0,-1347334.0,21412.0,12741.0
September 2014,12534.0,-608166.0,8561.0,221.0
December 2014,130425.0,-1014802.0,4148.0,0.0
March 2015,326.0,16005.0,9435.0,5618.0
June 2015,511.0,-1100132.0,6933.0,5308.0
September 2015,135.0,-1314993.0,2282.0,848.0
