,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,28750000.0,-11625000.0,,,
June 2009,28750000.0,-11625000.0,,,
September 2009,28750000.0,-11625000.0,,,
December 2009,28750000.0,-11625000.0,,,
March 2010,30100000.0,40300000.0,,,
June 2010,30700000.0,9000000.0,,,
September 2010,31100000.0,15400000.0,,,
December 2010,33300000.0,21800000.0,1023700000.0,420500000.0,201300000.0
March 2011,33400000.0,41100000.0,,,
June 2011,40400000.0,67800000.0,1131100000.0,512400000.0,191100000.0
September 2011,38700000.0,64800000.0,1104500000.0,527200000.0,167000000.0
December 2011,39200000.0,56400000.0,1102200000.0,546000000.0,142100000.0
March 2012,37300000.0,89800000.0,1324400000.0,771700000.0,128300000.0
