,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,18155000.0,7603750.0,5790000.0,,
June 2009,19086000.0,7603750.0,7205000.0,,
September 2009,19267000.0,7603750.0,9065000.0,,
December 2009,22015000.0,7603750.0,13799000.0,,
March 2010,23849000.0,7986000.0,10345000.0,,
June 2010,20141000.0,7986000.0,13906000.0,,
September 2010,29784000.0,9594000.0,16455000.0,,
December 2010,35699000.0,10606000.0,15505000.0,1253206000.0,586768000.0
March 2011,37238000.0,9969000.0,17840000.0,,
June 2011,34557000.0,11855000.0,32949000.0,,
September 2011,37066000.0,18574000.0,13289000.0,1229818000.0,593920000.0
December 2011,43377000.0,18507000.0,10481000.0,1270161000.0,643673000.0
March 2012,45923000.0,18097000.0,6362000.0,1301284000.0,680713000.0
June 2012,46662000.0,20394000.0,6225000.0,1264606000.0,651326000.0
September 2012,47134000.0,20821000.0,4619000.0,1237094000.0,631342000.0
December 2012,52658000.0,22533000.0,15627000.0,1282323000.0,683991000.0
March 2013,46693000.0,19834000.0,14101000.0,1294898000.0,700744000.0
June 2013,335759000.0,22264000.0,-281499000.0,1029744000.0,731985000.0
September 2013,51426000.0,24743000.0,7769000.0,1032705000.0,735739000.0
