,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,128680.0,128680.0,0.0,,,
June 2010,143827.0,143827.0,148543.0,,,
September 2010,153915.0,153915.0,54518.0,,,
December 2010,237726.0,237726.0,-13999.0,1341537.0,1294658.0,33248.0
March 2011,150632.0,150632.0,164111.0,,,
June 2011,191006.0,191006.0,71549.0,1520190.0,1450441.0,46916.0
September 2011,186425.0,186425.0,82521.0,1416914.0,1331817.0,46792.0
December 2011,239967.0,239967.0,-217534.0,1598502.0,1501822.0,46790.0
March 2012,188842.0,188842.0,104085.0,1234377.0,1140169.0,46749.0
June 2012,192910.0,192910.0,42331.0,1392630.0,1300940.0,46707.0
September 2012,179084.0,179084.0,35861.0,2180707.0,2091507.0,46666.0
December 2012,230331.0,230331.0,-100243.0,2407444.0,1870065.0,48275.0
March 2013,243208.0,243208.0,172345.0,2137889.0,1615797.0,48233.0
June 2013,231987.0,231987.0,57875.0,2284608.0,1780179.0,48192.0
