,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 1981,,,,105292.2,,,
March 1982,,,,105292.2,,,
June 1982,,,,105292.2,,,
September 1982,,,,105292.2,,,
December 1982,,,,105292.2,,,
March 1983,,,,105292.2,,,
June 1983,,,,105292.2,,,
September 1983,,,,105292.2,,,
December 1983,,,,105292.2,,,
March 1984,,,,105292.2,,,
June 1984,,,,105292.2,,,
September 1984,,,,105292.2,,,
December 1984,,,,105292.2,,,
March 1985,,,,105292.2,,,
June 1985,,,,105292.2,,,
September 1985,,,,105292.2,,,
December 1985,,,,105292.2,,,
March 1986,,,,105292.2,,,
June 1986,,,,105292.2,,,
September 1986,,,,105292.2,,,
December 1986,,,,105292.2,,,
March 1987,,,,105292.2,,,
June 1987,,,,105292.2,,,
September 1987,,,,105292.2,,,
December 1987,,,,105292.2,,,
March 1988,,,,105292.2,,,
June 1988,,,,105292.2,,,
September 1988,,,,105292.2,,,
December 1988,,,,105292.2,,,
March 1989,,,,105292.2,,,
June 1989,,,,105292.2,,,
September 1989,,,,105292.2,,,
December 1989,,,,105292.2,,,
March 1990,,,,105292.2,,,
June 1990,,,,105292.2,,,
September 1990,,,,105292.2,,,
December 1990,,,,105292.2,,,
March 1991,,,,105292.2,,,
June 1991,,,,105292.2,,,
September 1991,,,,105292.2,,,
December 1991,,,,105292.2,,,
March 1992,,,,105292.2,,,
June 1992,,,,105292.2,,,
September 1992,,,,105292.2,,,
December 1992,,,,105292.2,,,
March 1993,,,,105292.2,,,
June 1993,,,,105292.2,,,
September 1993,,,,105292.2,,,
December 1993,,,,105292.2,,,
March 1994,,,,105292.2,,,
June 1994,,,,105292.2,,,
September 1994,,,,105292.2,,,
December 1994,,,,105292.2,,,
March 1995,,,,105292.2,,,
June 1995,,,,105292.2,,,
September 1995,,,,105292.2,,,
December 1995,,,,105292.2,,,
March 1996,,,,105292.2,,,
June 1996,,,,105292.2,,,
September 1996,,,,105292.2,,,
December 1996,,,,105292.2,,,
March 1997,,,,105292.2,,,
June 1997,,,,105292.2,,,
September 1997,,,,105292.2,,,
December 1997,,,,105292.2,,,
March 1998,,,,105292.2,,,
June 1998,,,,105292.2,,,
September 1998,,,,105292.2,,,
December 1998,,,,105292.2,,,
March 1999,,,,105292.2,,,
June 1999,,,,105292.2,,,
September 1999,,,,105292.2,,,
December 1999,,,,105292.2,,,
March 2000,,,,105292.2,,,
June 2000,,,,105292.2,,,
September 2000,,,,105292.2,,,
December 2000,,,,105292.2,,,
March 2001,,,,105292.2,,,
June 2001,,,,105292.2,,,
September 2001,,,,105292.2,,,
December 2001,,,,105292.2,,,
March 2002,,,,105292.2,,,
June 2002,,,,105292.2,,,
September 2002,,,,105292.2,,,
December 2002,,,,105292.2,,,
March 2003,,,,105292.2,,,
June 2003,,,,105292.2,,,
September 2003,,,,105292.2,,,
December 2003,,,,105292.2,,,
March 2004,,,,105292.2,,,
June 2004,,,,105292.2,,,
September 2004,,,,105292.2,,,
December 2004,,,,105292.2,,,
