,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2009,15741500.0,3851000.0,3210000.0,1281250.0,,
September 2009,15741500.0,3851000.0,3210000.0,1281250.0,,
December 2009,15741500.0,3851000.0,3210000.0,1281250.0,,
March 2010,15741500.0,3851000.0,3210000.0,1281250.0,,
June 2010,6822000.0,3511000.0,3311000.0,4108000.0,,
September 2010,7481000.0,3620000.0,3861000.0,3822000.0,,
December 2010,7193000.0,3692000.0,3501000.0,2860000.0,,
March 2011,7549000.0,4028000.0,3521000.0,1492000.0,220596000.0,179086000.0
June 2011,7065000.0,3814000.0,3251000.0,1669000.0,219602000.0,180319000.0
September 2011,5926000.0,3220000.0,2706000.0,1711000.0,211373000.0,172460000.0
December 2011,6749000.0,3480000.0,3269000.0,96000.0,207399000.0,170769000.0
March 2012,7499000.0,3885000.0,3614000.0,1273000.0,207640000.0,170803000.0
June 2012,6870000.0,3486000.0,3384000.0,597000.0,210030000.0,185827000.0
September 2012,7005000.0,3556000.0,3449000.0,690000.0,205940000.0,181984000.0
December 2012,6553000.0,3440000.0,3113000.0,1431000.0,193877000.0,169852000.0
March 2013,6685000.0,3494000.0,3191000.0,1529000.0,196778000.0,172198000.0
June 2013,6629000.0,3480000.0,3149000.0,2886000.0,200465000.0,188350000.0
September 2013,7209000.0,3685000.0,3524000.0,2733000.0,203119000.0,193148000.0
December 2013,7050000.0,3660000.0,3390000.0,2677000.0,207375000.0,197017000.0
