,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,58913500.0,,27566250.0,434000.0,,
June 2008,58913500.0,,27566250.0,434000.0,,
September 2008,58913500.0,,27566250.0,434000.0,,
December 2008,58913500.0,,27566250.0,434000.0,,
March 2009,65571000.0,,32318000.0,-5625000.0,,
June 2009,57646000.0,,25280000.0,2187000.0,,
September 2009,57527000.0,,25471000.0,-215000.0,,
December 2009,55832000.0,,22587000.0,-681000.0,472327000.0,226091000.0
March 2010,61723000.0,3134250.0,27408000.0,-2451000.0,,
June 2010,61864000.0,3134250.0,27260000.0,-117000.0,470272000.0,206341000.0
September 2010,60717000.0,3134250.0,24526000.0,1182000.0,480291000.0,221714000.0
December 2010,58867000.0,3134250.0,22426000.0,-26447000.0,458963000.0,235255000.0
March 2011,78209000.0,3742000.0,31601000.0,24728000.0,550574000.0,134445000.0
June 2011,83173000.0,3118000.0,31490000.0,2166000.0,553855000.0,152089000.0
September 2011,88749000.0,3278000.0,33342000.0,5361000.0,582868000.0,151808000.0
December 2011,88925000.0,2874000.0,29436000.0,32880000.0,660353000.0,168317000.0
March 2012,90272000.0,2994000.0,34128000.0,16961000.0,873489000.0,351508000.0
June 2012,90723000.0,2944000.0,34067000.0,5925000.0,892114000.0,352832000.0
September 2012,93656000.0,2874000.0,35307000.0,-2931000.0,896829000.0,314075000.0
December 2012,100294000.0,44804000.0,42355000.0,499000.0,910516000.0,261151000.0
March 2013,108308000.0,17630000.0,41490000.0,-34000.0,917176000.0,274090000.0
June 2013,114153000.0,4064000.0,43887000.0,3839000.0,949308000.0,289212000.0
September 2013,117670000.0,18447000.0,45365000.0,5795000.0,940643000.0,283259000.0
December 2013,130349000.0,21912000.0,52576000.0,-3706000.0,956475000.0,234939000.0
