,NetIncomeLoss,Assets
March 2015,14838750.0,
June 2015,14838750.0,
September 2015,14838750.0,
December 2015,14838750.0,
March 2016,16249000.0,
June 2016,17116000.0,
September 2016,17442000.0,
December 2016,19160000.0,2665583000.0
March 2017,23475000.0,
June 2017,25328000.0,2586662000.0
September 2017,20791000.0,3042682000.0
December 2017,24758000.0,3355385000.0
March 2018,25114000.0,3841899000.0
June 2018,26438000.0,4122589000.0
September 2018,26824000.0,4302153000.0
December 2018,28565000.0,4526790000.0
March 2019,28412000.0,5119061000.0
June 2019,31969000.0,5824634000.0
September 2019,33025000.0,5862961000.0
December 2019,32907000.0,5892870000.0
March 2020,-232790000.0,5826301000.0
June 2020,42928000.0,5296304000.0
September 2020,38447000.0,5152642000.0
December 2020,14589000.0,4908743000.0
March 2021,31955000.0,5269260000.0
June 2021,32391000.0,5202996000.0
September 2021,29325000.0,5200945000.0
December 2021,44879000.0,5218020000.0
March 2022,23781000.0,5515056000.0
June 2022,-5434000.0,5395089000.0
