,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,134102.0,133556.0,-4510.0,,,
June 2010,326984.0,326266.0,-81925.0,,,
September 2010,381587.0,380834.0,-268911.0,,,
December 2010,605722.0,361302.0,-344647.0,612969.0,77237.0,535732.0
March 2011,258043.0,256834.0,-122640.0,,,
June 2011,347058.0,345849.0,-239790.0,786127.0,308527.0,477600.0
September 2011,377672.0,376463.0,-94580.0,834832.0,390857.0,443975.0
December 2011,389756.0,388523.0,-18323.0,1027232.0,613599.0,413633.0
March 2012,405461.0,404087.0,-75297.0,934974.0,555132.0,379842.0
June 2012,417189.0,415750.0,1232.0,1078270.0,730984.0,347286.0
September 2012,457938.0,456478.0,150723.0,1117805.0,799585.0,318220.0
December 2012,594489.0,592946.0,109157.0,1307405.0,997046.0,310359.0
March 2013,541563.0,539723.0,49635.0,1245516.0,977998.0,267518.0
June 2013,765277.0,763432.0,-4712.0,1165649.0,884283.0,281366.0
September 2013,728983.0,724570.0,23251.0,1192711.0,929580.0,263131.0
