,OperatingExpenses,NetIncomeLoss,Assets
March 2008,2178500.0,19782250.0,
June 2008,2178500.0,19782250.0,
September 2008,2178500.0,19782250.0,
December 2008,2178500.0,19782250.0,
March 2009,3030000.0,38809000.0,
June 2009,3009000.0,43496000.0,
September 2009,3249000.0,45767000.0,
December 2009,3160000.0,46328000.0,7416402000.0
March 2010,3088000.0,43734000.0,
June 2010,3250000.0,36812000.0,7120463000.0
September 2010,3449000.0,43232000.0,8177855000.0
December 2010,3356000.0,45639000.0,10006979000.0
March 2011,3858000.0,57223000.0,13790146000.0
June 2011,4471000.0,77543000.0,17027689000.0
September 2011,4594000.0,78982000.0,18358202000.0
December 2011,4738000.0,70625000.0,18586719000.0
March 2012,5184000.0,69304000.0,21333288000.0
June 2012,6053000.0,89144000.0,24018320000.0
September 2012,6044000.0,84050000.0,27275687000.0
December 2012,7065000.0,106747000.0,26404118000.0
March 2013,6718000.0,67239000.0,26098861000.0
June 2013,6943000.0,70739000.0,25976375000.0
September 2013,6697000.0,-262146000.0,22087301000.0
December 2013,7508000.0,-9968000.0,19077360000.0
March 2014,7161000.0,16798000.0,17965255000.0
June 2014,7310000.0,-12477000.0,17793703000.0
September 2014,7125000.0,77891000.0,17647913000.0
December 2014,9073000.0,-25851000.0,18516800000.0
March 2015,8250000.0,-34535000.0,18036268000.0
June 2015,8957000.0,24556000.0,17758193000.0
September 2015,11543000.0,-83892000.0,17046111000.0
December 2015,18135000.0,145491000.0,16137526000.0
