,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2011,275532.5,167232.5,-155359.0,,,
June 2011,275532.5,167232.5,-155359.0,,,
September 2011,532351.0,424051.0,-367706.0,,,
December 2011,,,-154636.0,4079910.0,353493.0,319406.0
March 2012,304243.0,193265.0,-121818.0,,,
June 2012,344139.0,233146.0,-211229.0,,,
September 2012,414381.0,304912.0,-279408.0,3900779.0,521627.0,140766.0
December 2012,196330.0,86019.0,-210447.0,3739065.0,598147.0,89666.0
March 2013,266917.0,151056.0,-239113.0,3628881.0,450143.0,38566.0
June 2013,255284.0,156456.0,-45094.0,3508301.0,428391.0,4500.0
September 2013,226320.0,146822.0,1290540.0,,,
December 2013,482689.0,139881.0,-156585.0,3196074.0,455847.0,4500.0
March 2014,233959.0,131847.0,-225372.0,3076863.0,394854.0,
June 2014,272682.0,170532.0,-87793.0,3035064.0,411566.0,
September 2014,274445.0,179427.0,-178720.0,3011834.0,447084.0,
December 2014,453679.0,367857.0,-393783.0,3133217.0,619600.0,
March 2015,255841.0,157770.0,-301739.0,3003807.0,542620.0,
