,OperatingExpenses,NetIncomeLoss,Assets
March 2010,1522000.0,55000.0,
June 2010,903000.0,701000.0,
September 2010,783000.0,555000.0,
December 2010,936000.0,781000.0,11975000.0
March 2011,1484000.0,104000.0,
June 2011,868000.0,695000.0,12734000.0
September 2011,948000.0,698000.0,13438000.0
December 2011,1028000.0,719000.0,10046000.0
March 2012,1074000.0,422000.0,10147000.0
June 2012,869000.0,506000.0,10667000.0
September 2012,938000.0,526000.0,11271000.0
December 2012,1047000.0,432000.0,8330000.0
March 2013,697000.0,578000.0,8468000.0
June 2013,445000.0,2089000.0,10407000.0
September 2013,489000.0,597000.0,11058000.0
December 2013,592000.0,322000.0,7755000.0
March 2014,485000.0,417000.0,7832000.0
June 2014,486000.0,429000.0,8221000.0
September 2014,391000.0,680000.0,9007000.0
December 2014,513000.0,630000.0,6007000.0
March 2015,426000.0,942000.0,6871000.0
June 2015,420000.0,399000.0,7265000.0
September 2015,,1000000.0,8183000.0
December 2015,,467000.0,4442000.0
March 2016,,350000.0,4645000.0
June 2016,,501000.0,5079000.0
September 2016,,592000.0,5710000.0
December 2016,,459000.0,4875000.0
March 2017,,425000.0,5176000.0
June 2017,,398000.0,5533000.0
September 2017,,508000.0,6028000.0
