,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2015,-150000.0,,,
September 2015,300000.0,54123.0,54123.0,
December 2015,-299991.0,54132.0,54132.0,
March 2016,-128158.0,90024.0,90024.0,
June 2016,-33359.0,61779.0,61779.0,
September 2016,-36018.0,48416.0,48416.0,
December 2016,-59948.0,35778.0,35778.0,
March 2017,-25055.0,24653.0,24653.0,
June 2017,145475.0,187742.0,171994.0,
September 2017,127271.0,287625.0,272225.0,
December 2017,643281.0,849011.0,833633.0,
March 2018,-61858.0,888907.0,871840.0,
June 2018,178033.0,1104474.0,1089082.0,
September 2018,191050.0,1199033.0,1183127.0,
December 2018,722100.0,1937881.0,1927538.0,
March 2019,-16972.0,1860682.0,1850872.0,
June 2019,-153460.0,1697689.0,1611722.0,
September 2019,58578.0,1821276.0,1740900.0,
December 2019,1193621.0,3010671.0,2819688.0,
March 2020,353231.0,3436282.0,2605759.0,
June 2020,-204152.0,3356092.0,2286258.0,
September 2020,364634.0,4073231.0,2983245.0,
December 2020,-2045228.0,2086752.0,965567.0,10089.0
March 2021,72926.0,,,
June 2021,-185510.0,2252341.0,1124083.0,
September 2021,-141779.0,2037944.0,2029847.0,
December 2021,-847202.0,2130059.0,2037901.0,92158.0
March 2022,-207079.0,2112533.0,2032748.0,79785.0
June 2022,-136618.0,1928649.0,1841639.0,87010.0
