,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,,21946500.0,-1302250.0,,
June 2009,,21946500.0,-1302250.0,,
September 2009,,21946500.0,-1302250.0,,
December 2009,,21946500.0,-1302250.0,,
March 2010,3798750.0,20968000.0,2066000.0,,
June 2010,3798750.0,22337000.0,3415000.0,,
September 2010,3798750.0,22150000.0,6184000.0,,
December 2010,3798750.0,26300000.0,3522000.0,552532000.0,390309000.0
March 2011,4223000.0,25665000.0,8729000.0,,
June 2011,4722000.0,28846000.0,-1107000.0,621334000.0,453359000.0
September 2011,4819000.0,26222000.0,2870000.0,631147000.0,466938000.0
December 2011,2510000.0,21467000.0,18943000.0,613940000.0,468110000.0
March 2012,5100000.0,28745000.0,8956000.0,760381000.0,508511000.0
June 2012,4880000.0,29623000.0,4400000.0,759080000.0,503471000.0
September 2012,5135000.0,30400000.0,10728000.0,751542000.0,489960000.0
December 2012,3810000.0,28441000.0,7700000.0,726620000.0,463997000.0
March 2013,5300000.0,29300000.0,10300000.0,750700000.0,488600000.0
June 2013,5500000.0,33300000.0,12000000.0,772300000.0,491200000.0
September 2013,6000000.0,31000000.0,12200000.0,790300000.0,508700000.0
December 2013,6300000.0,25700000.0,8900000.0,818700000.0,496300000.0
March 2014,6600000.0,33800000.0,10100000.0,847200000.0,524800000.0
June 2014,7566666.666666667,34700000.0,12400000.0,869800000.0,540500000.0
September 2014,7566666.666666667,34200000.0,12400000.0,873800000.0,545700000.0
December 2014,7566666.666666667,33900000.0,10700000.0,974200000.0,582200000.0
March 2015,7250000.0,34100000.0,10800000.0,986900000.0,593600000.0
June 2015,7250000.0,34800000.0,12400000.0,998600000.0,600400000.0
September 2015,7250000.0,34900000.0,13200000.0,1015100000.0,615000000.0
December 2015,7250000.0,31300000.0,11700000.0,942100000.0,549600000.0
March 2016,,32500000.0,2700000.0,960300000.0,568400000.0
June 2016,,34000000.0,9000000.0,941100000.0,553100000.0
September 2016,,33400000.0,13500000.0,941900000.0,554800000.0
December 2016,,29900000.0,6500000.0,974300000.0,552700000.0
March 2017,,36600000.0,9800000.0,1022700000.0,598100000.0
June 2017,,36200000.0,3000000.0,1052300000.0,616700000.0
September 2017,,36500000.0,10000000.0,1091600000.0,651600000.0
December 2017,,38400000.0,5800000.0,1132500000.0,669600000.0
March 2018,,43000000.0,9800000.0,1233700000.0,740600000.0
June 2018,,47800000.0,14800000.0,1259300000.0,768400000.0
September 2018,,41100000.0,14200000.0,1242400000.0,743400000.0
December 2018,,44200000.0,14800000.0,1208500000.0,720600000.0
March 2019,,42800000.0,11200000.0,1309800000.0,740700000.0
June 2019,,46900000.0,7600000.0,1324300000.0,743500000.0
September 2019,,42700000.0,12200000.0,1319000000.0,746200000.0
December 2019,,44800000.0,7600000.0,1310400000.0,725700000.0
March 2020,,40900000.0,1200000.0,1292300000.0,720900000.0
June 2020,,35100000.0,-16600000.0,1221400000.0,651000000.0
September 2020,,38700000.0,5300000.0,1268500000.0,689100000.0
December 2020,,38200000.0,5600000.0,1300500000.0,706400000.0
March 2021,,39700000.0,5500000.0,1318200000.0,729200000.0
June 2021,,43300000.0,-5300000.0,1347300000.0,753100000.0
September 2021,,45100000.0,-7200000.0,1369900000.0,778500000.0
December 2021,,50200000.0,-17800000.0,1360000000.0,775500000.0
March 2022,,45800000.0,6100000.0,1431300000.0,848900000.0
June 2022,,45000000.0,1000000.0,1418300000.0,850700000.0
