,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,36038.0,9.5,-38743.75,,,
June 2013,36038.0,9.5,-38743.75,,,
September 2013,36038.0,9.5,-38743.75,,,
December 2013,36038.0,9.5,-38743.75,100548.0,100548.0,
March 2014,86950.0,0.0,-91945.0,,,
June 2014,51900.0,0.0,-56950.0,,,
September 2014,610300.0,0.0,-615406.0,,,
December 2014,13005.0,5.0,-18130.0,1693.0,1693.0,0.0
March 2015,11298.0,2832.0,-16506.0,3928.0,3928.0,
June 2015,12075.0,2475.0,-17476.0,2378.0,2378.0,
September 2015,57114.0,3747.0,-62961.0,22348.0,22348.0,
December 2015,174005.0,-1018.0,-185973.0,176593.0,12371.0,164222.0
March 2016,27201.0,93.0,-36666.0,169165.0,4943.0,164222.0
June 2016,197991.0,8061.0,-204096.0,169546.0,5324.0,164222.0
September 2016,304013.5,10508.5,-644808.0,,,
December 2016,304013.5,10508.5,-644808.0,21565.0,21565.0,
March 2017,438481.0,96515.0,-502588.0,41033.0,31386.0,
June 2017,522626.0,22177.0,-568254.0,58318.0,58318.0,
September 2017,,,,,,
