,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2011,398020.0,,
June 2011,398020.0,,
September 2011,398020.0,,
December 2011,398020.0,,58368772.0
March 2012,166172.0,,
June 2012,157628.0,,
September 2012,234544.0,,
December 2012,174455.0,,118860956.0
March 2013,398320.0,,366722718.0
June 2013,451000.0,,
September 2013,401406.0,,385479833.0
December 2013,418000.0,,363576000.0
March 2014,534529.0,3595000.0,800137429.0
June 2014,1115000.0,10635000.0,918386486.0
September 2014,1392567.0,6768000.0,1500656346.0
December 2014,1445000.0,3521000.0,1657808000.0
March 2015,1746000.0,5509000.0,1770815000.0
June 2015,2001000.0,-2832000.0,2307653000.0
September 2015,2050000.0,-9417000.0,2293130000.0
December 2015,2097000.0,7811000.0,2241837000.0
March 2016,2180000.0,-4591000.0,2203560000.0
June 2016,2134000.0,6463000.0,2317135000.0
September 2016,2271000.0,20526000.0,2668471000.0
December 2016,2508000.0,-20419000.0,3138694000.0
March 2017,2420000.0,2449000.0,3401108000.0
June 2017,2862000.0,-9643000.0,3982888000.0
September 2017,2899000.0,15183000.0,4144384000.0
December 2017,2985000.0,-5982000.0,4023343000.0
March 2018,3107000.0,-16377000.0,4122698000.0
June 2018,2931000.0,1346000.0,3908031000.0
September 2018,2970000.0,-2959000.0,3761096000.0
December 2018,2954000.0,-26397000.0,3395631000.0
March 2019,2196000.0,10597000.0,3257747000.0
June 2019,2821000.0,3533000.0,3726826000.0
September 2019,2632000.0,-8477000.0,4253331000.0
December 2019,2736000.0,18612000.0,3882080000.0
March 2020,2141000.0,-91199000.0,3162392000.0
June 2020,2756000.0,48772000.0,3700408000.0
September 2020,2849000.0,28076000.0,3812933000.0
December 2020,2798000.0,16479000.0,4058051000.0
March 2021,3493000.0,,4930766000.0
June 2021,3719000.0,,5107927000.0
September 2021,3674000.0,,6177142000.0
December 2021,4365000.0,,7068677000.0
March 2022,4697000.0,,5187432000.0
June 2022,4944000.0,,4474369000.0
