,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,234000.0,6137500.0,5023000.0,,,
June 2010,234000.0,6137500.0,5023000.0,,,
September 2010,234000.0,7361000.0,407000.0,,,
December 2010,234000.0,6681000.0,-573000.0,85277000.0,64146000.0,21131000.0
March 2011,169250.0,5146000.0,-996000.0,,,
June 2011,169250.0,5331000.0,-3527000.0,,,
September 2011,169250.0,6881000.0,350000.0,92232000.0,72074000.0,20158000.0
December 2011,169250.0,5985000.0,-2158000.0,88905000.0,68301000.0,20604000.0
March 2012,192250.0,6969000.0,-9552000.0,92275000.0,69954000.0,22321000.0
June 2012,192250.0,6705000.0,-1223000.0,,,
September 2012,192250.0,5015000.0,-1063000.0,81557000.0,57068000.0,24489000.0
December 2012,192250.0,4853000.0,-6105000.0,70906000.0,50592000.0,20314000.0
March 2013,155250.0,4968000.0,-1344000.0,70826000.0,50967000.0,19859000.0
June 2013,155250.0,4987000.0,-357000.0,66092000.0,46476000.0,19616000.0
September 2013,155250.0,5030000.0,633000.0,65877000.0,46700000.0,19177000.0
December 2013,155250.0,5163000.0,-1340000.0,62128000.0,42440000.0,19688000.0
