,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2010,-497314.5,-490708.0,666852.5,,,
December 2010,-497314.5,-490708.0,666852.5,,,
March 2011,140653.5,137542.5,-131635.0,,,
June 2011,140653.5,137542.5,-131635.0,,,
September 2011,104662.0,101207.0,-88196.0,,,
December 2011,169170.0,165634.0,-156364.0,129432.0,41802.0,
March 2012,138406.0,134870.0,-135900.0,,,
June 2012,70525.0,70525.0,-128904.0,,,
September 2012,109091.0,62967.0,-112254.0,148945.0,53052.0,
December 2012,-46519.0,3141.0,-99748.0,139154.0,18858.0,
March 2013,86506.0,86506.0,-149138.0,159488.0,47519.0,
June 2013,83546.0,81481.0,-199930.0,55310.0,10299.0,
September 2013,41756.0,39691.0,-68939.0,69059.0,27284.0,
December 2013,21645.0,25775.0,-56893.0,48167.0,12264.0,
March 2014,39927.0,39927.0,-68334.0,133483.0,98393.0,
June 2014,192932.0,192932.0,-214861.0,267226.0,96993.0,
September 2014,70451.0,62593.0,-97296.0,159391.0,17951.0,
December 2014,23280.0,-291097.0,376136.0,51498.0,51498.0,
March 2015,42149.0,49116.0,-49115.0,,,
June 2015,434424.0,382905.0,-382882.0,1472126.0,1430370.0,41756.0
September 2015,395250.0,395250.0,-381867.0,1823791.0,1782303.0,41488.0
December 2015,,125867.0,-139119.0,1753095.0,1722790.0,
March 2016,,267314.0,-267297.0,1500389.0,1474457.0,
June 2016,,164832.0,-164741.0,1325733.0,1301464.0,
September 2016,,165045.0,-165025.0,1172908.0,1153113.0,
December 2016,,733523.0,-726270.0,886330.0,705581.0,
March 2017,258901.0,258901.0,-258029.0,616815.0,436805.0,
June 2017,202867.0,202867.0,-201605.0,429707.0,247727.0,
September 2017,,174483.0,-174428.0,516297.0,356606.0,
December 2017,,181518.0,-115974.0,4637116.0,464645.0,
March 2018,806024.0,806024.0,-654112.0,5669239.0,1529741.0,
June 2018,646709.0,305459.0,-442287.0,5189078.0,1059080.0,
September 2018,,307936.0,-506892.0,5191146.0,1052602.0,
