,NetIncomeLoss,Assets
March 2012,119218250.0,
June 2012,119218250.0,
September 2012,119218250.0,
December 2012,119218250.0,
March 2013,110143000.0,
June 2013,128227000.0,
September 2013,110646000.0,
December 2013,68820000.0,71965476000.0
March 2014,114474000.0,74957227000.0
June 2014,107071000.0,75747100000.0
September 2014,142803000.0,79192189000.0
December 2014,102208000.0,83152427000.0
March 2015,141110000.0,85475741000.0
June 2015,139804000.0,88470749000.0
September 2015,129149000.0,89360000000.0
December 2015,79504000.0,90068538000.0
March 2016,38739000.0,92152260000.0
June 2016,121984000.0,91753156000.0
September 2016,119828000.0,89356838000.0
December 2016,88962000.0,87079953000.0
March 2017,120380000.0,87309233000.0
June 2017,157009000.0,87003919000.0
September 2017,129867000.0,85683660000.0
December 2017,51525000.0,87320579000.0
March 2018,208229000.0,87608502000.0
June 2018,183803000.0,88754662000.0
September 2018,174089000.0,90047656000.0
December 2018,195327000.0,90947174000.0
March 2019,140425000.0,93842586000.0
June 2019,159587000.0,92184045000.0
September 2019,182431000.0,92914087000.0
December 2019,-331368000.0,93603347000.0
March 2020,-2237786000.0,94325559000.0
June 2020,-124909000.0,102267616000.0
September 2020,165840000.0,103652922000.0
December 2020,333144000.0,102756203000.0
March 2021,384880000.0,103983398000.0
