,OperatingExpenses,NetIncomeLoss,Assets
June 2009,64356.75,-51132.0,
September 2009,64356.75,-51132.0,
December 2009,64356.75,-51132.0,
March 2010,64356.75,-51132.0,
June 2010,-15000.0,-14000.0,
September 2010,-43000.0,-1000.0,
December 2010,-255000.0,-255000.0,
March 2011,-18000.0,-11000.0,32149.0
June 2011,-39000.0,-14000.0,57443.0
September 2011,-21000.0,-30000.0,24114.0
December 2011,30166.0,54608.0,9400.0
March 2012,-108000.0,-106000.0,13589.0
June 2012,31169.0,100184.0,
September 2012,25941.0,-46080.0,
December 2012,-9000.0,71000.0,53591.0
March 2013,-3000.0,13000.0,366975.0
June 2013,32220.0,2343187.0,135519.0
September 2013,25226.0,33617.0,197590.0
