,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,32779500.0,4874250.0,,
June 2009,32779500.0,4874250.0,,
September 2009,32779500.0,4874250.0,,
December 2009,32779500.0,4874250.0,,
March 2010,32524000.0,2520000.0,,
June 2010,30420000.0,15805000.0,,
September 2010,28675000.0,7773000.0,,
December 2010,30115000.0,6322000.0,449859000.0,162992000.0
March 2011,31032000.0,2789000.0,,
June 2011,29998000.0,3962000.0,421163000.0,132725000.0
September 2011,31131000.0,8086000.0,428919000.0,135033000.0
December 2011,30209000.0,5774000.0,479513000.0,159567000.0
March 2012,33928000.0,-1607000.0,475995000.0,150778000.0
June 2012,30548000.0,-1496000.0,471570000.0,148614000.0
September 2012,32454000.0,-2213000.0,473579000.0,151366000.0
December 2012,32380000.0,-18100000.0,458821000.0,139030000.0
March 2013,30441000.0,1455000.0,454187000.0,136981000.0
June 2013,30245000.0,-4134000.0,445463000.0,139232000.0
September 2013,29448000.0,3533000.0,436068000.0,135937000.0
December 2013,28492000.0,5671000.0,430541000.0,132689000.0
March 2014,28261000.0,-2733000.0,437892000.0,143116000.0
