,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2016,-281.5,,-281.5,,,
September 2016,-281.5,,-281.5,,,
December 2016,0.0,,-407.0,,,
March 2017,-251.0,,-407.0,,,
June 2017,-8930.0,,-3930.0,,,
September 2017,-3749.0,,1251.0,,,
December 2017,-23043.0,,-18043.0,,,
March 2018,90367.0,,-18734.0,,,
June 2018,-15196.0,,-1046.0,,,
September 2018,-595.0,,-595.0,,,
December 2018,-11136.0,,-11136.0,,,
March 2019,89659.0,,-35805.0,,,
June 2019,2500.0,30000.0,-2500.0,,,
September 2019,119788.0,30000.0,-119788.0,,,
December 2019,148864.0,30000.0,-148864.0,,,
March 2020,321085.0,30000.0,-321085.0,,,
June 2020,200730.0,5000.0,-200730.0,,,
September 2020,174573.0,5000.0,-92073.0,,,
December 2020,132795.0,5000.0,-132795.0,,,
March 2021,95871.0,5000.0,-158204.0,,,
June 2021,261336.0,2666.6666666666665,-490109.0,,,
September 2021,261336.0,2666.6666666666665,-384943.0,,,
December 2021,94164.0,2666.6666666666665,-316689.0,,,
March 2022,41934.0,0.0,-877826.0,,,
June 2022,,,,,,
