,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2012,,,-10765.0,,,
March 2013,,,-8120.0,,,
June 2013,,,-19782.0,,,
September 2013,1284611.5,8061.0,-1284611.5,,,
December 2013,1284611.5,8061.0,-1284611.5,92450.0,2450.0,90000.0
March 2014,231441.0,58203.0,-231441.0,791133.0,551133.0,240000.0
June 2014,296662.0,24684.0,-296662.0,631689.0,391689.0,240000.0
September 2014,754182.0,227740.0,-754182.0,243272.0,3272.0,
December 2014,105150.0,-236078.0,-363984.0,17878.0,17878.0,
March 2015,28746.0,7670.0,-2959.0,7132.0,7132.0,
June 2015,66438.0,35178.0,-156457.0,3469.0,3469.0,
September 2015,200545.0,25349.0,-207587.0,16774.0,16774.0,
December 2015,26458.0,-16954.0,-53540.0,15563.0,15563.0,
March 2016,121147.0,8151.0,-300768.0,15413.0,15413.0,
June 2016,82148.0,9571.0,131518.0,5359.0,5359.0,
September 2016,183686.0,10720.0,-173045.0,2938.0,2938.0,
December 2016,86235.0,1134.0,-83575.0,9299.0,9299.0,
March 2017,106413.0,10191.0,-118553.0,9485.0,9485.0,
June 2017,311746.0,13611.0,-318829.0,11068.0,11068.0,
