,NetIncomeLoss,Assets
March 2012,,
June 2012,,
September 2012,,
December 2012,,14666620000.0
March 2013,,14630724000.0
June 2013,,16156888000.0
September 2013,,16517498000.0
December 2013,,15176000000.0
March 2014,115750000.0,14522365000.0
June 2014,115750000.0,14083358000.0
September 2014,115750000.0,11262818000.0
December 2014,115750000.0,10929000000.0
March 2015,2000000.0,12407000000.0
June 2015,-12000000.0,13308000000.0
September 2015,-13000000.0,13284000000.0
December 2015,-197000000.0,21190000000.0
March 2016,137000000.0,19055000000.0
June 2016,26000000.0,18544000000.0
September 2016,25000000.0,18353000000.0
December 2016,27000000.0,18123000000.0
March 2017,37500000.0,17973000000.0
June 2017,37500000.0,18698000000.0
September 2017,69000000.0,19050000000.0
December 2017,39000000.0,19433000000.0
March 2018,124000000.0,20467000000.0
June 2018,7000000.0,19640000000.0
September 2018,148000000.0,20468000000.0
December 2018,168000000.0,20090000000.0
March 2019,152000000.0,21358000000.0
June 2019,194000000.0,21017000000.0
September 2019,248000000.0,22410000000.0
December 2019,261000000.0,22817000000.0
March 2020,32000000.0,24693000000.0
June 2020,89000000.0,22508000000.0
September 2020,250000000.0,21857000000.0
December 2020,359000000.0,22471000000.0
March 2021,413000000.0,21285000000.0
June 2021,350000000.0,22377000000.0
September 2021,288000000.0,21963000000.0
December 2021,263000000.0,22079000000.0
March 2022,301000000.0,21808000000.0
June 2022,209000000.0,22195000000.0
