,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2011,,,0.0,,
December 2011,,,-35010.0,299990.0,
March 2012,,21687000.0,-6283000.0,,
June 2012,,21687000.0,-77460.0,75734524.0,
September 2012,,20466000.0,-1397000.0,75700363.0,
December 2012,,22406000.0,1141000.0,75711349.0,179059000.0
March 2013,20528000.0,20528000.0,197000.0,75539014.0,
June 2013,18207000.0,18331000.0,-2200000.0,340737000.0,207406000.0
September 2013,16334000.0,20052000.0,-1106000.0,356649000.0,223965000.0
December 2013,9000000.0,4135000.0,-14292000.0,340166000.0,204823000.0
March 2014,26014000.0,25346000.0,-38339000.0,307128000.0,196644000.0
June 2014,34289000.0,29139000.0,-26898000.0,274339000.0,164249000.0
September 2014,21327000.0,21143000.0,-49908000.0,237791000.0,136513000.0
December 2014,-1072000.0,-946000.0,-5687000.0,234124000.0,141397000.0
