,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,43041250.0,975000.0,
June 2009,43041250.0,975000.0,
September 2009,43041250.0,975000.0,
December 2009,43041250.0,975000.0,
March 2010,45721.0,-6318.0,
June 2010,50306.0,5678.0,
September 2010,53164000.0,-13519000.0,
December 2010,146236973.0,-30446360.0,1255932000.0
March 2011,43944000.0,2531000.0,
June 2011,49406.0,-25117.0,1144715.0
September 2011,56098000.0,7050000.0,1126432000.0
December 2011,99145594.0,-135000.0,1097373000.0
March 2012,51067000.0,8192000.0,1067547000.0
June 2012,58296000.0,13260000.0,
September 2012,69482000.0,11660000.0,1061014000.0
December 2012,68451000.0,9139000.0,1079642000.0
March 2013,,,
June 2013,,,
September 2013,,,
December 2013,,,
March 2014,,,
June 2014,,,
September 2014,,,
December 2014,,,
March 2015,93451000.0,17576000.0,
June 2015,93451000.0,17576000.0,
September 2015,93451000.0,17576000.0,
December 2015,93451000.0,17576000.0,
March 2016,103756750.0,15646000.0,
June 2016,103756750.0,11101000.0,
September 2016,103756750.0,22636000.0,
December 2016,103756750.0,25568000.0,1128632000.0
March 2017,89835000.0,17487000.0,
June 2017,107488000.0,23990000.0,
September 2017,114934000.0,18540000.0,
December 2017,108942000.0,66404000.0,1231481000.0
March 2018,93549000.0,20975000.0,1217976000.0
June 2018,109580000.0,26710000.0,1325317000.0
September 2018,112407000.0,20488000.0,1336992000.0
December 2018,102867000.0,19789000.0,1346467000.0
March 2019,90214000.0,15153000.0,1347093000.0
June 2019,147668000.0,-11183000.0,1351213000.0
September 2019,118033000.0,20327000.0,1360829000.0
December 2019,116441000.0,10554000.0,1360018000.0
March 2020,102197000.0,201000.0,1386451000.0
June 2020,40880000.0,-8830000.0,1294370000.0
September 2020,79350000.0,9901000.0,1213804000.0
December 2020,89198000.0,6953000.0,1222370000.0
March 2021,90152000.0,5057000.0,1205622000.0
