,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,-295362.0,,,
June 2010,-353485.0,,,
September 2010,-2498437.0,,,
December 2010,,166436.0,35113.0,
March 2011,-685198.0,,,
June 2011,49189.0,229099.0,89202.0,
September 2011,-4149353.0,9546188.0,1221782.0,
December 2011,-1115175.0,8243931.0,820759.0,
March 2012,-1871132.0,8279443.0,699889.0,
June 2012,-5029424.0,,,
September 2012,-1209014.0,7994928.0,487625.0,
December 2012,-5900762.0,6877123.0,434389.0,129327.0
March 2013,-720898.0,6811468.0,346842.0,
June 2013,-720898.0,3168333.0,606136.0,
September 2013,-3916254.0,737869.0,579640.0,
December 2013,-1595482.0,157366.0,130075.0,
March 2014,-932041.0,107837.0,83122.0,
June 2014,-1636198.0,161652.0,136396.0,
September 2014,656147.0,115411.0,91329.0,
December 2014,-2929512.0,279294.0,256520.0,
March 2015,-1036312.0,253343.0,235791.0,
June 2015,-1108579.0,263017.0,246458.0,
September 2015,-1044497.0,219055.0,202664.0,
December 2015,-1244402.0,295989.0,280936.0,
March 2016,-1255736.0,243512.0,228909.0,
June 2016,-1317313.0,193962.0,179808.0,
September 2016,-1114360.0,133763.0,116683.0,
December 2016,-1198534.0,315414.0,299082.0,
March 2017,-1110261.0,249010.0,233426.0,
