,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2010,274166.0,-442391.0,,,
December 2010,232749.0,-372830.0,,,
March 2011,258076.5,-743998.0,,,
June 2011,258076.5,-743998.0,1640540.0,1254687.0,384776.0
September 2011,238872.0,-406613.0,1324500.0,922390.0,400315.0
December 2011,234782.0,-516936.0,1033144.0,625984.0,405649.0
March 2012,210235.0,-418846.0,,,
June 2012,163461.0,-344508.0,611850.0,185625.0,425141.0
September 2012,161944.0,-288930.0,1428431.0,985988.0,438926.0
December 2012,125273.0,-348756.0,1049718.0,607827.0,438651.0
March 2013,117942.0,84676.0,855251.0,427124.0,424642.0
June 2013,114677.0,-160063.0,723243.0,299260.0,420801.0
