,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2010,700345.0,-395374.0,,,
September 2010,1033392.0,-761123.0,,,
December 2010,630883.0,-139056.0,,,
March 2011,783565.0,-605478.0,1264805.0,723488.0,
June 2011,748229.0,-604780.0,1188965.0,700985.0,
September 2011,665588.0,-295802.0,1182982.0,719731.0,
December 2011,608099.0,-433182.0,1352550.0,897109.0,
March 2012,892204.0,-632762.0,599370.0,518788.0,
June 2012,489084.0,-355818.0,,,
September 2012,480754.0,97986.0,659910.0,590914.0,
December 2012,437660.0,-146026.0,427312.0,356869.0,
March 2013,391158.0,-260247.0,563988.0,499333.0,
June 2013,409292.0,-278707.0,352921.0,294055.0,
September 2013,418678.0,-240819.0,643806.0,590729.0,
December 2013,381257.0,-239962.0,413373.0,365862.0,
March 2014,487762.0,-202467.0,818828.0,777327.0,
June 2014,632765.0,-327260.0,875497.0,810118.0,
September 2014,564470.0,-760883.0,648162.0,585349.0,
December 2014,498649.0,-35369.0,701039.0,646325.0,
March 2015,513807.0,-324308.0,902347.0,855299.0,
June 2015,509140.0,130865.0,1269625.0,1227639.0,
September 2015,556784.0,-331548.0,920439.0,891685.0,
December 2015,521863.0,-411634.0,570862.0,544707.0,
March 2016,651337.0,178264.0,1221222.0,1186876.0,34346.0
June 2016,614832.0,-410077.0,715678.0,685334.0,
September 2016,682521.0,-710274.0,981437.0,954547.0,
December 2016,535082.0,-605113.0,715778.0,691602.0,24176.0
