,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,5544000.0,982425000.0,,,
June 2010,3951000.0,256000.0,,,
September 2010,4588000.0,3441000.0,,,
December 2010,5231000.0,580000.0,37861000.0,27540000.0,10321000.0
March 2011,5533000.0,1783000.0,,,
June 2011,4845000.0,457000.0,40197000.0,30620000.0,9577000.0
September 2011,5593000.0,4446000.0,48530000.0,38398000.0,10132000.0
December 2011,5577000.0,1077000.0,44601000.0,30464000.0,14137000.0
March 2012,7455000.0,64790000.0,115257000.0,72078000.0,43179000.0
June 2012,7389000.0,-34000.0,114881000.0,67001000.0,47880000.0
September 2012,7090000.0,-2206000.0,111414000.0,63876000.0,47538000.0
December 2012,7069000.0,-3363000.0,106744000.0,34849000.0,71895000.0
March 2013,8868000.0,756000.0,111157000.0,39906000.0,71251000.0
June 2013,8593000.0,-26593000.0,82225000.0,36703000.0,45522000.0
September 2013,4856000.0,-2189000.0,76292000.0,31128000.0,45164000.0
December 2013,11841000.0,-39503000.0,34042000.0,22637000.0,11405000.0
March 2014,8812000.0,730000.0,37793000.0,26632000.0,11161000.0
June 2014,6596000.0,40277000.0,70796000.0,59591000.0,11205000.0
September 2014,5848000.0,-4882000.0,67101000.0,51173000.0,15928000.0
December 2014,,-5186000.0,62179000.0,38176000.0,24003000.0
March 2015,,-6971000.0,55116000.0,33273000.0,21843000.0
June 2015,,-6667000.0,48252000.0,29340000.0,18912000.0
September 2015,,-7239000.0,40559000.0,24872000.0,15687000.0
December 2015,,-7852000.0,31939000.0,23288000.0,8651000.0
March 2016,,-1391000.0,31212000.0,29966000.0,1246000.0
June 2016,,-180000.0,32788000.0,31868000.0,920000.0
September 2016,,2445000.0,34820000.0,33562000.0,1258000.0
December 2016,,4339000.0,42630000.0,15839000.0,26791000.0
March 2017,,-1107000.0,42177000.0,16147000.0,26030000.0
June 2017,,-2695000.0,42091000.0,41888000.0,203000.0
September 2017,,-2358000.0,39939000.0,18896000.0,21043000.0
December 2017,,-4705000.0,39837000.0,23035000.0,16802000.0
March 2018,,-617000.0,33362000.0,16970000.0,16392000.0
June 2018,,-972000.0,31967000.0,15985000.0,15982000.0
September 2018,,554000.0,29617000.0,14034000.0,15583000.0
December 2018,,7169000.0,31130000.0,15852000.0,15278000.0
March 2019,,-1925000.0,27395000.0,12235000.0,15160000.0
June 2019,,-4370000.0,23283000.0,10905000.0,12378000.0
September 2019,,-2811000.0,19611000.0,9286000.0,10325000.0
December 2019,,-1119000.0,19417000.0,9283000.0,10134000.0
March 2020,,-1314000.0,18424000.0,8660000.0,9764000.0
June 2020,,-5653000.0,14027000.0,8478000.0,5549000.0
September 2020,,-959000.0,12766000.0,7502000.0,5264000.0
December 2020,,-1243000.0,12176000.0,7064000.0,5112000.0
March 2021,,-1380000.0,11472000.0,6570000.0,4902000.0
June 2021,,-1293000.0,11090000.0,6489000.0,4601000.0
September 2021,,-1378000.0,9612000.0,5297000.0,4315000.0
