,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,38439500.0,,-170750.0,,,
June 2009,38439500.0,,-170750.0,,,
September 2009,38439500.0,,-170750.0,,,
December 2009,38439500.0,,-170750.0,,,
March 2010,53041750.0,34432000.0,5530000.0,,,
June 2010,53041750.0,33960000.0,-1099000.0,,,
September 2010,53041750.0,35183000.0,3219000.0,,,
December 2010,53041750.0,,-50484000.0,432395000.0,213847000.0,66733000.0
March 2011,39965000.0,41723000.0,6719000.0,,,
June 2011,39965000.0,35360000.0,4658000.0,436267000.0,228330000.0,65625000.0
September 2011,39965000.0,40243000.0,7214000.0,425922000.0,218440000.0,69985000.0
December 2011,39965000.0,,5914000.0,428757000.0,218452000.0,69371000.0
March 2012,29343250.0,40881000.0,9985000.0,438318000.0,233376000.0,68929000.0
June 2012,29343250.0,37372000.0,5658000.0,455195000.0,253740000.0,68056000.0
September 2012,29343250.0,42957000.0,5796000.0,482125000.0,253721000.0,82700000.0
December 2012,29343250.0,,8523000.0,484856000.0,239596000.0,94777000.0
March 2013,31309500.0,45074000.0,7883000.0,488603000.0,249014000.0,93550000.0
June 2013,31309500.0,32387000.0,8312000.0,482971000.0,248914000.0,91802000.0
September 2013,31309500.0,41564000.0,6488000.0,479404000.0,244767000.0,86892000.0
December 2013,31309500.0,,3319000.0,469457000.0,234910000.0,85069000.0
March 2014,34665250.0,47389000.0,680000.0,496882000.0,265793000.0,84567000.0
June 2014,34665250.0,31246000.0,5749000.0,498643000.0,334592000.0,68394000.0
September 2014,34665250.0,42639000.0,-2743000.0,629945000.0,345022000.0,150349000.0
December 2014,34665250.0,,-12367000.0,564833000.0,285441000.0,142626000.0
March 2015,36854250.0,39041000.0,5239000.0,465686000.0,176298000.0,159622000.0
June 2015,36854250.0,30839000.0,11419000.0,466314000.0,176825000.0,158050000.0
September 2015,36854250.0,39108000.0,333000.0,445382000.0,165948000.0,150331000.0
December 2015,36854250.0,,771000.0,429024000.0,154308000.0,144835000.0
March 2016,,38497000.0,-3393000.0,429607000.0,164602000.0,136602000.0
June 2016,,32041000.0,5494000.0,410304000.0,151975000.0,133974000.0
September 2016,,32932000.0,414000.0,395355000.0,145662000.0,131408000.0
December 2016,,,-1458000.0,381684000.0,141151000.0,129051000.0
March 2017,,34645000.0,3114000.0,377849000.0,144830000.0,127593000.0
June 2017,,33159000.0,1993000.0,370806000.0,144541000.0,132239000.0
September 2017,,35107000.0,3257000.0,373407000.0,153292000.0,128181000.0
December 2017,,,-18253000.0,355942000.0,150012000.0,
March 2018,,35473000.0,6844000.0,349650000.0,151181000.0,
June 2018,,34506000.0,8608000.0,360689000.0,168033000.0,
September 2018,,34381000.0,-21139000.0,341453000.0,170158000.0,
December 2018,,,2338000.0,348645000.0,182855000.0,
March 2019,,34468000.0,6770000.0,345788000.0,183528000.0,
June 2019,,36809000.0,6606000.0,352996000.0,195266000.0,
September 2019,,31515000.0,5219000.0,357286000.0,187393000.0,
December 2019,,30338000.0,5738000.0,353139000.0,185042000.0,
March 2020,,31116000.0,16726000.0,348867000.0,190632000.0,
June 2020,,30317000.0,8368000.0,354845000.0,198889000.0,
September 2020,,33927000.0,8685000.0,366383000.0,211975000.0,
December 2020,,34971000.0,2990000.0,400015000.0,183730000.0,
March 2021,,39548000.0,7305000.0,420281000.0,190747000.0,
June 2021,,40121000.0,11075000.0,430475000.0,201211000.0,
September 2021,,42531000.0,7903000.0,494793000.0,228558000.0,
December 2021,,41302000.0,7255000.0,484549000.0,219914000.0,
March 2022,,47990000.0,17337000.0,517245000.0,254806000.0,
June 2022,,52320000.0,15831000.0,554012000.0,274639000.0,
