,OperatingExpenses,NetIncomeLoss,Assets
March 2006,,-1694412.75,
June 2006,,-1694412.75,
September 2006,,-1694412.75,
December 2006,,-1694412.75,
March 2007,65812.25,-189148.5,
June 2007,65812.25,-189148.5,
September 2007,65812.25,-189148.5,
December 2007,65812.25,-189148.5,
March 2008,65812.25,-21150.5,
June 2008,65812.25,-21150.5,
September 2008,65812.25,-21150.5,
December 2008,65812.25,-21150.5,
March 2009,65812.25,-26816.75,
June 2009,65812.25,-26816.75,
September 2009,65812.25,-26816.75,
December 2009,65812.25,-26816.75,
March 2010,46692.75,-67367.0,
June 2010,46692.75,-67367.0,
September 2010,46692.75,-67367.0,
December 2010,46692.75,-67367.0,
March 2011,20037.0,-63298.0,
June 2011,12203.333333333334,-84992.66666666667,
September 2011,12203.333333333334,-84992.66666666667,
December 2011,12203.333333333334,-84992.66666666667,0.0
March 2012,5202.0,-50299.0,0.0
