,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,,,722500000.0,,,
June 2007,,,722500000.0,,,
September 2007,,,722500000.0,,,
December 2007,,,722500000.0,,,
March 2008,2879000000.0,572000000.0,150000000.0,,,
June 2008,2818000000.0,559000000.0,180000000.0,,,
September 2008,2925000000.0,519000000.0,161000000.0,,,
December 2008,,,161000000.0,20141000000.0,2970000000.0,
March 2009,2624000000.0,575000000.0,206000000.0,,,
June 2009,2599000000.0,593000000.0,212000000.0,20226000000.0,4048000000.0,
September 2009,2569000000.0,596000000.0,136000000.0,20225000000.0,4347000000.0,
December 2009,,,108000000.0,20380000000.0,4614000000.0,
March 2010,,606000000.0,38000000.0,19362000000.0,4005000000.0,
June 2010,,,158000000.0,18959000000.0,3880000000.0,
September 2010,,,-90000000.0,18959000000.0,4085000000.0,
December 2010,,,-161000000.0,17220000000.0,2222000000.0,
March 2011,,556000000.0,211000000.0,16849000000.0,2113000000.0,
June 2011,2631000000.0,656000000.0,-13000000.0,,,
September 2011,2542000000.0,525000000.0,32000000.0,,,
December 2011,2611000000.0,560000000.0,0.0,31155000000.0,2815000000.0,18879000000.0
March 2012,2549000000.0,484000000.0,77000000.0,29907000000.0,2099000000.0,18503000000.0
June 2012,2545000000.0,444000000.0,37000000.0,29548000000.0,2193000000.0,18208000000.0
September 2012,2503000000.0,384000000.0,83000000.0,29988000000.0,2944000000.0,17927000000.0
December 2012,2481000000.0,405000000.0,111000000.0,29246000000.0,2557000000.0,17562000000.0
March 2013,2401000000.0,438000000.0,117000000.0,29962000000.0,3620000000.0,17258000000.0
June 2013,2460000000.0,409000000.0,138000000.0,30132000000.0,3967000000.0,17018000000.0
September 2013,2732000000.0,626000000.0,-61000000.0,30399000000.0,4475000000.0,16719000000.0
