,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2005,15210.190476190477,-126345.85714285714,,
June 2005,15210.190476190477,-126345.85714285714,,
September 2005,15210.190476190477,-126345.85714285714,,
December 2005,15210.190476190477,-126345.85714285714,,
March 2006,15210.190476190477,-126345.85714285714,,
June 2006,15210.190476190477,-126345.85714285714,,
September 2006,15210.190476190477,-126345.85714285714,,
December 2006,15210.190476190477,-126345.85714285714,,
March 2007,15210.190476190477,-126345.85714285714,,
June 2007,15210.190476190477,-126345.85714285714,,
September 2007,15210.190476190477,-126345.85714285714,,
December 2007,15210.190476190477,-126345.85714285714,,
March 2008,15210.190476190477,-126345.85714285714,,
June 2008,15210.190476190477,-126345.85714285714,,
September 2008,15210.190476190477,-126345.85714285714,,
December 2008,15210.190476190477,-126345.85714285714,,
March 2009,15210.190476190477,-126345.85714285714,,
June 2009,15210.190476190477,-126345.85714285714,,
September 2009,15210.190476190477,-126345.85714285714,,
December 2009,15210.190476190477,-126345.85714285714,,
March 2010,15210.190476190477,-126345.85714285714,,
June 2010,16058.0,-99994.5,,
September 2010,23956.0,-99994.5,,
December 2010,26451.5,-37681.0,,
March 2011,26451.5,-3246594.0,,
June 2011,73293.0,-134639.0,159385.0,87440.0
September 2011,50675.0,-206727.0,,
December 2011,8312.0,-74148.0,194382.0,126389.0
March 2012,8312.0,-198495.0,184337.0,114421.0
