,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2008,,,-2534962.5,
June 2008,,,-2534962.5,
September 2008,4228.333333333333,,-2537.5,
December 2008,4228.333333333333,,-2537.5,
March 2009,4228.333333333333,,-5073.75,
June 2009,4228.333333333333,,-5073.75,
September 2009,4228.333333333333,,-5073.75,
December 2009,4228.333333333333,,-5073.75,
March 2010,-13395.0,,13487.0,
June 2010,89843.0,35162.0,-90322.0,
September 2010,-13395.0,,13487.0,
December 2010,-13395.0,,13487.0,
March 2011,10430.0,-32272.0,-10568.0,
June 2011,89843.0,35162.0,-90322.0,
September 2011,4385.0,,-4523.0,
December 2011,-79712.0,,-25391587.0,
March 2012,1800.0,,-1938.0,
June 2012,1800.0,,-1938.0,
September 2012,500.0,,-116.0,
December 2012,1900.0,,15874.0,
March 2013,1837.5,,-156.0,
June 2013,1837.5,,-156.0,
September 2013,1837.5,,-156.0,
December 2013,1837.5,,-3757.0,
March 2014,937.5,,-156.0,
June 2014,937.5,,-156.0,
September 2014,937.5,,-156.0,
December 2014,937.5,,-3907.0,
March 2015,600.0,,-755.0,
June 2015,600.0,,-757.0,
September 2015,600.0,,-757.0,
December 2015,4005.0,,-4163.0,
March 2016,600.0,,-758.0,
June 2016,600.0,,-758.0,
September 2016,600.0,,-758.0,
December 2016,4000.0,,-4156.0,0.0
March 2017,600.0,,242.0,0.0
June 2017,600.0,,-758.0,0.0
September 2017,600.0,,-758.0,0.0
December 2017,3200.0,,-4351.0,0.0
March 2018,134027.75,,-5354.0,0.0
June 2018,134027.75,,-10377.0,0.0
September 2018,134027.75,,-8883.0,0.0
December 2018,134027.75,,-511497.0,0.0
March 2019,8823.5,,-6969.0,0.0
June 2019,8823.5,,-12756.0,0.0
September 2019,8823.5,,-5760.0,0.0
December 2019,8823.5,,-9809.0,0.0
