,NetIncomeLoss,Assets
March 2009,-48792250.0,
June 2009,-48792250.0,
September 2009,-48792250.0,
December 2009,-48792250.0,
March 2010,-47882000.0,
June 2010,-41003000.0,
September 2010,-52166000.0,
December 2010,-84164000.0,3540214000.0
March 2011,289000.0,
June 2011,-16438000.0,2945859000.0
September 2011,-22762000.0,2468957000.0
December 2011,-6516000.0,2205265000.0
March 2012,-7212000.0,2058739000.0
June 2012,-9589000.0,1985907000.0
September 2012,-4923000.0,1749457000.0
December 2012,-3750000.0,1621302000.0
March 2013,-2467000.0,1402715000.0
June 2013,9300000.0,1232700000.0
September 2013,-5703000.0,984205000.0
