,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,9213500.0,2250500.0,,,
June 2009,9213500.0,2250500.0,,,
September 2009,9213500.0,2250500.0,,,
December 2009,9213500.0,2250500.0,,,
March 2010,11744500.0,-912750.0,,,
June 2010,11744500.0,-912750.0,,,
September 2010,11744500.0,-912750.0,,,
December 2010,11744500.0,-912750.0,588011000.0,70798000.0,
March 2011,14826000.0,-1963000.0,,,
June 2011,15769000.0,321000.0,,,
September 2011,17396000.0,-28996000.0,,,
December 2011,15355000.0,-2228000.0,606963000.0,56096000.0,
March 2012,17187000.0,-2084000.0,598470000.0,46466000.0,
June 2012,18146000.0,-2612000.0,595340000.0,50121000.0,
September 2012,15597000.0,-111362000.0,464607000.0,43693000.0,
December 2012,13300000.0,-44796000.0,409105000.0,48481000.0,
March 2013,16366000.0,-7677000.0,400536000.0,41486000.0,
June 2013,16649000.0,-5140000.0,393761000.0,40119000.0,
September 2013,15992000.0,-3472000.0,389990000.0,41790000.0,
December 2013,15942000.0,-56725000.0,328885000.0,39511000.0,279070000.0
March 2014,15204000.0,-6573000.0,330844000.0,45446000.0,
June 2014,14639000.0,-2924000.0,331093000.0,43866000.0,
September 2014,15273000.0,-7322000.0,358810000.0,62304000.0,287111000.0
December 2014,16704000.0,-38729000.0,325780000.0,61240000.0,
March 2015,15803000.0,-9376000.0,309190000.0,50575000.0,
June 2015,16945000.0,-47313000.0,270446000.0,55906000.0,
September 2015,16747000.0,-4700000.0,281179000.0,60560000.0,
December 2015,17395000.0,-22046000.0,257009000.0,56432000.0,
March 2016,18948000.0,-7590000.0,257881000.0,54183000.0,
June 2016,17927000.0,-4357000.0,260803000.0,61573000.0,
September 2016,16855000.0,-4070000.0,251006000.0,56447000.0,
December 2016,16584000.0,-13126000.0,239799000.0,58747000.0,
March 2017,17355000.0,-16196000.0,238907000.0,57911000.0,
