,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2009,4483500.0,2233000.0,-1292000.0,,
March 2010,4483500.0,2233000.0,-1292000.0,,
June 2010,4237000.0,2129000.0,-1531000.0,,
September 2010,4844000.0,2312000.0,-171000.0,,
December 2010,4291000.0,2117000.0,-1231000.0,,
March 2011,5054000.0,2820000.0,-2868000.0,,
June 2011,4924000.0,2917000.0,-2673000.0,,
September 2011,5438000.0,2848000.0,-723000.0,,
December 2011,4975000.0,2757000.0,-2749000.0,,
March 2012,5076000.0,2662000.0,-2067000.0,,
June 2012,5758000.0,3234000.0,-3237000.0,,
September 2012,5685000.0,2755000.0,-2643000.0,,
December 2012,5693000.0,2857000.0,-3145000.0,,
March 2013,5804000.0,2990000.0,-3950000.0,,
June 2013,5706000.0,2203000.0,-2910000.0,,
September 2013,4941000.0,2425000.0,-2052000.0,,
December 2013,3901000.0,1531000.0,-3332000.0,,
March 2014,3636000.0,1517000.0,-1741000.0,,
June 2014,3369000.0,1351000.0,-2201000.0,,
September 2014,3684000.0,1276000.0,-1953000.0,,
December 2014,3554000.0,1376000.0,-2305000.0,,
March 2015,4534000.0,1173000.0,-3516000.0,,
June 2015,2809000.0,1091000.0,-3257000.0,,
September 2015,-1404000.0,1144000.0,34000.0,,
December 2015,2349000.0,1157000.0,-137000.0,,
March 2016,1356000.0,,9000.0,,
June 2016,1186000.0,,-439000.0,,
September 2016,1037000.0,,-149000.0,,
December 2016,863000.0,,-376000.0,,
March 2017,496000.0,,-83000.0,,
