,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2010,3712000.0,99000.0,,,
December 2010,3898000.0,123000.0,,,
March 2011,3584000.0,541000.0,,,
June 2011,3920000.0,1680000.0,,,
September 2011,3778000.0,272000.0,,,
December 2011,4080000.0,61000.0,,,
March 2012,4007000.0,210000.0,,,
June 2012,4068000.0,512000.0,,,
September 2012,4231000.0,113000.0,,,
December 2012,6323000.0,4000.0,,,
March 2013,6836000.0,-571000.0,,,
June 2013,6278000.0,-299000.0,,,
September 2013,6433000.0,25000.0,,,
December 2013,7055000.0,-461000.0,,,
March 2014,6251000.0,160000.0,,,
June 2014,6546000.0,174000.0,,,
September 2014,7080000.0,104000.0,,,
December 2014,7607000.0,260000.0,,,
March 2015,7825000.0,339000.0,,,
June 2015,8315000.0,368000.0,,,
September 2015,8860000.0,389000.0,,,
December 2015,8815000.0,448000.0,,,
March 2016,8729000.0,,,,
June 2016,8939000.0,,,,
September 2016,9215000.0,,,,
December 2016,9969000.0,,,,
March 2017,9326000.0,,,,
