,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2011,7727750.0,-11781250.0,
June 2011,7727750.0,-11781250.0,
September 2011,7727750.0,-11781250.0,
December 2011,7727750.0,-11781250.0,
March 2012,6370000.0,-6660000.0,
June 2012,7301000.0,-16458000.0,
September 2012,7399000.0,56023000.0,
December 2012,11059000.0,17918000.0,347262000.0
March 2013,9164000.0,586000.0,
June 2013,9564000.0,8906000.0,367358000.0
September 2013,10279000.0,1958000.0,536870000.0
December 2013,10541000.0,135198000.0,685486000.0
March 2014,10322000.0,1480000.0,685945000.0
June 2014,10670000.0,4338000.0,777069000.0
September 2014,11034000.0,3140000.0,778990000.0
December 2014,14943000.0,12639000.0,805310000.0
March 2015,13091000.0,8850000.0,827493000.0
June 2015,16213000.0,8850000.0,837774000.0
September 2015,16024000.0,8850000.0,852806000.0
December 2015,16264000.0,8850000.0,861636000.0
March 2016,17570000.0,,881906000.0
June 2016,18821000.0,,905326000.0
September 2016,20000000.0,,929931000.0
