,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2011,10235500.0,-977000.0,
June 2011,10235500.0,-977000.0,
September 2011,10235500.0,-977000.0,
December 2011,10235500.0,-977000.0,
March 2012,11522000.0,780500.0,
June 2012,11522000.0,780500.0,
September 2012,10893000.0,-4671000.0,
December 2012,12101000.0,20000.0,1768463000.0
March 2013,13514000.0,-435000.0,
June 2013,13747000.0,-1233000.0,
September 2013,14737000.0,-6324000.0,1868396000.0
December 2013,16033000.0,-21361000.0,1841910000.0
March 2014,18569000.0,5474000.0,1828287000.0
June 2014,22544000.0,-21745000.0,1870997000.0
September 2014,21293000.0,6162000.0,1881815000.0
December 2014,21940000.0,7153000.0,1886317000.0
March 2015,21276000.0,12161000.0,1867050000.0
June 2015,23012000.0,7711000.0,1850039000.0
September 2015,23741000.0,-1238000.0,1843183000.0
December 2015,23250000.0,8084000.0,1847496000.0
March 2016,26414000.0,6958000.0,1852357000.0
June 2016,24103000.0,1287000.0,1840511000.0
September 2016,21746000.0,3441000.0,1831123000.0
December 2016,25760000.0,8239000.0,1845851000.0
