,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2009,5607786.75,-3619667.25,,,
December 2009,5607786.75,-3619667.25,,,
March 2010,5607786.75,-3619667.25,,,
June 2010,5607786.75,-3619667.25,,,
September 2010,8910161.0,-8901660.0,,,
December 2010,6653592.0,-6646957.0,,,
March 2011,6268495.0,-6245967.0,,,
June 2011,6074353.0,-5563511.0,,,
September 2011,6920860.0,-5558311.0,,,
December 2011,8200155.0,-6547244.0,,,
March 2012,8090605.0,-8224351.0,,,
June 2012,7039633.0,-4753814.0,,,
September 2012,7598569.0,-7297623.0,,,
December 2012,7679449.0,-5588210.0,,,
March 2013,4416809.0,-3900045.0,,,
June 2013,2700654.0,-5077213.0,,,
September 2013,4856051.0,-5879934.0,,,
December 2013,6314381.0,-7178894.0,,,
March 2014,5891054.0,-6697107.0,,,
June 2014,5775108.0,-6219172.0,,,
September 2014,6014961.0,-6726227.0,,,
December 2014,5110201.0,-5875540.0,,,
March 2015,4587820.0,-5347729.0,,,
June 2015,7702860.0,-5412432.0,,,
September 2015,4307312.0,-5072034.0,,,
December 2015,4018357.0,-4801505.0,,,
March 2016,2936921.0,-3679055.0,,,
June 2016,3069153.0,-3777278.0,,,
September 2016,3527570.0,-4252694.0,,,
December 2016,3591722.0,-4332369.0,,,
March 2017,3209689.0,-3798864.0,,,
June 2017,4889452.0,-5587129.0,,,
September 2017,4021997.0,-4555840.0,,,
December 2017,3933817.0,-4353813.0,,,
March 2018,3477358.0,-4146646.0,,,
June 2018,4880809.0,-4770335.0,,,
September 2018,3213954.0,-3451426.0,,,
December 2018,3706682.0,-2349674.0,,,
March 2019,3706682.0,-5017557.0,,,
June 2019,3706682.0,-6334132.0,,,
September 2019,3583500.0,-5042577.0,,,
December 2019,3583500.0,-1888661.0,,,
March 2020,3583500.0,-3273644.0,,,
June 2020,3583500.0,-4405118.0,,,
September 2020,3386630.0,-4963537.0,,,
December 2020,3523558.0,-3461059.0,,,
March 2021,4863141.0,-4590161.0,,,
June 2021,5738671.0,-1798243.0,,,
September 2021,4871667.0,-2073826.0,,,
December 2021,8872571.0,-5474267.0,,,
March 2022,7019649.0,7344738.0,,,
June 2022,9239113.0,5455355.0,,,
