,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2010,626802.0,,-292981.0,,
September 2010,572580.0,,79913.0,,
December 2010,5139.0,,-5139.0,,
March 2011,2910.0,,57175.0,942408.0,671640.0
June 2011,462422.0,,-306853.0,174.0,174.0
September 2011,41405.0,,-126990.0,974206.0,704355.0
December 2011,47554.0,,-70074.0,2683.0,1717.0
March 2012,2468271.0,,-2434421.0,597830.0,596399.0
June 2012,1326996.0,,-1206875.0,6057007.0,27180.0
September 2012,522975.0,595.0,-422735.0,7327198.0,584595.0
December 2012,522975.0,22919.0,-442735.0,8752824.0,1449125.0
March 2013,667012.0,-416.0,-699784.0,8434265.0,593018.0
June 2013,340736.0,,-1402983.0,8835482.0,518994.0
September 2013,537907.0,27743.333333333332,-753274.0,8890978.0,453832.0
December 2013,1160578.0,27743.333333333332,-3320564.0,8731880.0,142321.0
March 2014,2775627.0,27743.333333333332,-3054877.0,9771598.0,635711.0
June 2014,3054170.0,,-8405104.0,9683415.0,593659.0
September 2014,1500709.0,,-610956.0,10946685.0,1728584.0
December 2014,1225999.0,,-1292824.0,10896214.0,1140699.0
March 2015,6011002.0,,-6272785.0,9896311.0,273445.0
June 2015,204755.0,,-1895779.0,8504581.0,418159.0
September 2015,919996.0,,-1189045.0,7217990.0,142590.0
December 2015,749333.0,,-750269.0,6371068.0,173514.0
March 2016,825194.0,,-1094811.0,6625788.0,176350.0
