,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2009,625.0,-557.5,,,
March 2010,625.0,-557.5,,,
June 2010,625.0,0.0,,,
September 2010,625.0,-1385.0,0.0,,
December 2010,2500.0,-2500.0,,,
March 2011,4448.0,-4448.0,,,
June 2011,1065.0,-1065.0,189552.0,,
September 2011,40046.0,-40046.0,176891.0,176891.0,0.0
December 2011,22298.0,-22298.0,120958.0,,
March 2012,12850.0,-12850.0,,,
June 2012,16600.0,-16600.0,100358.0,,
September 2012,12499.0,-12499.0,89759.0,89759.0,0.0
December 2012,10343.0,-10343.0,87716.0,87716.0,
March 2013,15610.0,-15610.0,59506.0,59506.0,
June 2013,13850.0,-13850.0,53156.0,53156.0,
September 2013,13850.0,-13850.0,34806.0,34806.0,
December 2013,22492.0,-22492.0,16514.0,16514.0,
March 2014,12215.0,-12215.0,899.0,899.0,
June 2014,8175.0,-8175.0,4349.0,4349.0,
September 2014,4442.0,-4755.0,,175.0,
December 2014,643.0,-835.0,,175.0,
March 2015,639.0,-837.0,,175.0,
June 2015,670.0,-876.0,,175.0,
September 2015,701.0,-888.0,,175.0,
