,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2007,2820.625,,0.0,,,
December 2007,2820.625,,0.0,,,
March 2008,2820.625,,0.0,,,
June 2008,2820.625,,0.0,,,
September 2008,2820.625,,0.0,,,
December 2008,2820.625,,0.0,,,
March 2009,2820.625,,0.0,,,
June 2009,2820.625,,0.0,,,
September 2009,4187.25,,-9513.333333333334,,,
December 2009,4187.25,,-9513.333333333334,,,
March 2010,4187.25,,-9513.333333333334,,,
June 2010,9361.0,,-9361.0,,,
September 2010,8025.0,,-8025.0,,,
December 2010,5600.0,,-5600.0,,,
March 2011,4187.25,,-10774.0,,,
June 2011,2895.0,,-2895.0,2652.0,,
September 2011,1010.0,,-1010.0,10058.0,,
December 2011,898.0,,-898.0,,,
March 2012,-1.0,,1.0,8298.0,,
June 2012,2646.0,,-2646.0,8299.0,,
September 2012,2523.0,,-2523.0,3992.0,,
December 2012,2523.0,,-2523.0,,,
March 2013,39763.0,10950.0,-41110.0,,,
June 2013,484.0,10950.0,-484.0,100.0,100.0,
September 2013,133945.0,94225.0,-135457.0,55.0,,
December 2013,199392.0,33947.0,-149392.0,174882.0,205.0,174677.0
March 2014,91467.0,63213.0,-91467.0,287410.0,212410.0,
June 2014,117503.0,73602.0,-130889.0,362835.0,362835.0,
September 2014,211451.0,106404.0,-207777.0,495872.0,335077.0,160795.0
December 2014,389392.0,69465.0,-730677.0,329902.0,173176.0,156726.0
March 2015,1703940.0,76651.0,-1735884.0,202471.0,52776.0,149695.0
June 2015,1014718.0,5500.0,-1188037.0,39091.0,30957.0,8134.0
September 2015,379771.0,0.0,-417629.0,7506.0,,7506.0
December 2015,,,,,,
