,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2009,-2843534.25,-2843534.25,-893209.0,,,
March 2010,-2843534.25,-2843534.25,-893209.0,,,
June 2010,-2843534.25,-2843534.25,-893209.0,,,
September 2010,-2843534.25,-2843534.25,-893209.0,95862175.0,55988710.0,
December 2010,-3227301.0,-3602281.0,3422389.0,,,
March 2011,-3129540.0,-3212630.0,-272289.0,,,
June 2011,-3003517.0,-3006256.0,4203688.0,,,
September 2011,-197697.0,77236.0,1491846.0,116335219.0,76987147.0,39348071.0
December 2011,2584774.0,2584774.0,2741512.0,121150340.0,82150999.0,
March 2012,-2735309.0,-2735309.0,1962134.0,160576434.0,93003106.0,
June 2012,-2950356.0,-3435013.0,-1754138.0,149564016.0,82235067.0,
September 2012,26150804.0,10692598.0,-93744469.0,77820344.0,32416408.0,981168.0
December 2012,1067379.0,1067379.0,-2261369.0,75275249.0,30543771.0,
March 2013,931462.0,931462.0,-8802510.0,78420925.0,33833664.0,
June 2013,817493.0,-2526581.0,-1584337.0,76848900.0,32314727.0,
September 2013,1848378.0,5192452.0,-14305317.0,12501146.0,12363793.0,0.0
December 2013,1090329.0,1090329.0,-11172516.0,10058455.0,9253515.0,676602.0
March 2014,1166264.0,1166264.0,-2606155.0,11767126.0,10984092.0,670947.0
June 2014,817029.0,817029.0,-2069176.0,9666590.0,8894337.0,671678.0
September 2014,2183397.0,2183397.0,29612036.0,1621308.0,1191253.0,346851.0
December 2014,638057.0,638057.0,-464824.0,1625812.0,1196285.0,347692.0
March 2015,548752.0,548752.0,-322584.0,1559324.0,1133228.0,349366.0
June 2015,22075302.0,305654.0,1449436.0,1585529.0,1162583.0,350530.0
September 2015,-19499294.0,2270354.0,-3758545.0,192078.0,128990.0,
December 2015,373728.0,373728.0,-12477121.0,240356.0,184197.0,
March 2016,380000.0,380000.0,2993299.0,150039.0,96643.0,
June 2016,65344.0,244347.0,1930622.0,55656.0,53867.0,
September 2016,573089.0,343496.0,-12862553.0,31483.0,30218.0,
December 2016,207348.0,207348.0,-3334886.0,38021.0,38021.0,
March 2017,279492.0,279492.0,-3632321.0,34169.0,34169.0,
