,NetIncomeLoss,Assets,AssetsCurrent
September 2005,-109358.75,,
December 2005,-109358.75,,
March 2006,-109358.75,,
June 2006,-109358.75,,
September 2006,-499284.75,,
December 2006,-499284.75,,
March 2007,-499284.75,,
June 2007,-499284.75,,
September 2007,-376358.75,,
December 2007,-376358.75,,
March 2008,-376358.75,,
June 2008,-376358.75,,
September 2008,-22395.0,,
December 2008,-22395.0,,
March 2009,-22395.0,,
June 2009,-22395.0,,
September 2009,-2345.0,,
December 2009,-2345.0,,
March 2010,-2345.0,,
June 2010,-2345.0,,
September 2010,-1938.5,,
December 2010,-1938.5,,
March 2011,-1938.5,,
June 2011,-1938.5,,
September 2011,-2807.0,,
December 2011,-2807.0,,
March 2012,-2273.0,,
June 2012,-1433.0,194.0,194.0
September 2012,-3630.0,,
December 2012,-1395.0,,
March 2013,-2075.0,59.0,59.0
June 2013,-2875.0,14.0,14.0
September 2013,-4380.0,219.0,219.0
December 2013,-1735.0,174.0,174.0
March 2014,-2475.0,129.0,129.0
June 2014,-1725.0,84.0,84.0
September 2014,-4380.0,39.0,39.0
December 2014,-3099.0,,
March 2015,-2430.0,20000.0,20000.0
June 2015,-345.0,0.0,0.0
September 2015,-5421.0,0.0,0.0
December 2015,-4634.0,0.0,0.0
March 2016,-12863.0,,
