,OperatingExpenses,NetIncomeLoss,Assets
June 2007,1152.090909090909,-2090.3333333333335,
September 2007,1152.090909090909,-2090.3333333333335,
December 2007,1152.090909090909,-2090.3333333333335,
March 2008,1152.090909090909,-687.5,
June 2008,1152.090909090909,-687.5,
September 2008,1152.090909090909,-687.5,
December 2008,1152.090909090909,-687.5,
March 2009,1152.090909090909,-931.75,
June 2009,1152.090909090909,-931.75,
September 2009,1152.090909090909,-931.75,
December 2009,1152.090909090909,-931.75,
March 2010,1047.0,-1084.5,
June 2010,1047.0,-1084.5,
September 2010,725.0,-725.0,
December 2010,713.0,-713.0,
March 2011,1639.0,-1989.0,
June 2011,713.0,-713.0,
September 2011,1713.0,-1713.0,
December 2011,1756.0,-1756.0,0.0
March 2012,2405.0,-2755.0,
June 2012,1766.0,-1766.0,
September 2012,1060.0,-1060.0,0.0
December 2012,1060.0,-1060.0,0.0
March 2013,1670.0,-2020.0,0.0
June 2013,1060.0,-1060.0,0.0
September 2013,1100.0,-1100.0,0.0
