,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,,73345000.0,21808000.0,,,
June 2009,,75809000.0,12161000.0,,,
September 2009,,,,,,
December 2009,,,,,,
March 2010,,81515000.0,29186000.0,,,
June 2010,,77897000.0,12254000.0,,,
September 2010,,,,,,
December 2010,,78843000.0,-23044000.0,,,
March 2011,102110250.0,84566000.0,-10440000.0,,,
June 2011,102110250.0,88881000.0,-6931000.0,,,
September 2011,102110250.0,99448000.0,-3048000.0,,,
December 2011,102110250.0,107246000.0,-24926000.0,,,
March 2012,91739000.0,91739000.0,4996000.0,,,
June 2012,95595000.0,95595000.0,-13268000.0,,,
September 2012,99016000.0,99016000.0,6121000.0,,,
December 2012,125392000.0,125392000.0,-5691000.0,,,
March 2013,104129000.0,104129000.0,-2536000.0,,,
June 2013,102023000.0,102023000.0,-9350000.0,,,
September 2013,111199000.0,111199000.0,-23985000.0,,,
December 2013,283761000.0,126572000.0,-167156000.0,,,
March 2014,102290000.0,102290000.0,-13431000.0,,,
June 2014,107140000.0,107140000.0,-31153000.0,,,
September 2014,,113679000.0,-522075000.0,,,
December 2014,,125247000.0,-7446000.0,,,
March 2015,,104710000.0,-23025000.0,,,
June 2015,,103366000.0,-26562000.0,,,
September 2015,,105027000.0,-10028000.0,,,
December 2015,,122393000.0,49439000.0,,,
March 2016,,114032000.0,32846000.0,,,
June 2016,,,,,,
September 2016,,105154000.0,-10892000.0,,,
December 2016,,106210000.0,-324935000.0,,,
