,NetIncomeLoss,Assets
March 2009,-79750000.0,
June 2009,-79750000.0,
September 2009,-79750000.0,
December 2009,-79750000.0,
March 2010,14.0,
June 2010,10.0,
September 2010,-25000000.0,
December 2010,12399976.0,21082300000.0
March 2011,3600000.0,
June 2011,15200000.0,21377.0
September 2011,8000000.0,21035700000.0
December 2011,-18700000.0,21488000000.0
March 2012,-8100000.0,21692900000.0
June 2012,-35400000.0,21194800000.0
September 2012,-98800000.0,21662900000.0
December 2012,-20800000.0,21629800000.0
March 2013,-68700000.0,21690500000.0
June 2013,-28800000.0,21452600000.0
September 2013,-21800000.0,21533300000.0
December 2013,143100000.0,21641100000.0
March 2014,-33300000.0,21751400000.0
June 2014,-22400000.0,21906400000.0
September 2014,-18200000.0,21680800000.0
December 2014,-140300000.0,21745900000.0
March 2015,-74000000.0,21933200000.0
June 2015,-22600000.0,21595800000.0
September 2015,-15700000.0,21288400000.0
December 2015,-21400000.0,21091900000.0
March 2016,-42800000.0,21327200000.0
