,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,2102.0,,-5694.5,,
June 2010,2825.0,,-5694.5,,
September 2010,8071.0,,-5694.5,,
December 2010,8071.0,,-5694.5,7890.0,7890.0
March 2011,4426.0,,-5088.0,,
June 2011,3375.0,,-4045.0,4597.0,4597.0
September 2011,7695.5,,-3568.0,,
December 2011,7695.5,,-12248.0,1520.0,1520.0
March 2012,4351.0,,-4351.0,25.0,25.0
June 2012,,,-4406.0,,
September 2012,,,-4438.0,27088.0,27088.0
December 2012,,,-15739.0,22219.0,22219.0
March 2013,,,-7244.0,6023.0,6023.0
June 2013,,,-5026.0,4080.0,4080.0
September 2013,,,-4585.0,39338.0,39338.0
December 2013,,,-13863.0,19982.0,19982.0
March 2014,,,-6010.0,18037.0,18037.0
June 2014,,,-5062.0,16060.0,16060.0
September 2014,,,-4874.0,15564.0,15564.0
December 2014,,,-13646.0,8021.0,8021.0
March 2015,,,-5596.0,6123.0,6123.0
June 2015,,,-4099.0,7627.0,7627.0
September 2015,,,-4499.0,7129.0,7129.0
December 2015,,,-15038.0,3792.0,3792.0
March 2016,,,-5930.0,1317.0,1317.0
June 2016,,,-5531.0,718.0,718.0
September 2016,,,-5505.0,20219.0,20219.0
December 2016,,,-13135.0,18712.0,18712.0
March 2017,,,-5637.0,10216.0,10216.0
June 2017,,,-5349.0,15860.0,15860.0
September 2017,,,-5530.0,,
December 2017,,,-4327.0,24020.0,24020.0
March 2018,5358.0,5358.0,-6685.0,16646.0,16646.0
June 2018,5096.0,5096.0,-6437.0,15650.0,15650.0
September 2018,,5094.0,-6452.0,15154.0,15154.0
December 2018,,2334.0,-3691.0,13808.0,13808.0
March 2019,4500.0,4500.0,-5830.0,1300.0,1300.0
June 2019,3480.0,3480.0,-5022.0,11303.0,11303.0
September 2019,,6215.0,-7876.0,8625.0,8625.0
December 2019,,7740.0,-9401.0,5349.0,5349.0
March 2020,,2160.0,-3823.0,1651.0,1651.0
June 2020,,685.0,-2405.0,3276.0,3276.0
September 2020,,3160.0,-4898.0,2926.0,2926.0
