,NetIncomeLoss,Assets,AssetsCurrent
March 2010,-267185.0,,
June 2010,-267185.0,,
September 2010,-377061.0,,
December 2010,-669938.0,13130450.0,2994899.0
March 2011,-567640.0,,
June 2011,-338464.0,,
September 2011,-291166.0,11946802.0,1699455.0
December 2011,-627427.0,12407459.0,2159027.0
March 2012,-668814.0,12156733.0,1910929.0
June 2012,-340072.0,12344248.0,2095144.0
September 2012,-358787.0,12092590.0,1846207.0
December 2012,-578777.0,11962233.0,1718470.0
March 2013,-11845653.0,1234142.0,1198149.0
June 2013,-467194.0,451381.0,417938.0
September 2013,-264022.0,345843.0,314951.0
December 2013,-341139.0,303499.0,277995.0
March 2014,-208447.0,94332.0,71379.0
June 2014,662496.0,91780.0,70316.0
September 2014,-219691.0,36359.0,16031.0
December 2014,-168344.0,33041.0,13534.0
