,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2009,7031500.0,1617500.0,4416000.0,31000.0,,
September 2009,7031500.0,1617500.0,4416000.0,31000.0,,
December 2009,7031500.0,1617500.0,4416000.0,31000.0,,
March 2010,7031500.0,1617500.0,4416000.0,31000.0,,
June 2010,10194000.0,1783000.0,6286000.0,-475000.0,,
September 2010,12086000.0,1982000.0,6813000.0,-113000.0,,
December 2010,11293000.0,1973000.0,5866000.0,-206000.0,,
March 2011,27151000.0,1998000.0,5753000.0,-15871000.0,,
June 2011,10669000.0,1976000.0,4947000.0,-1778000.0,,
September 2011,9877000.0,1863000.0,4428000.0,795000.0,,
December 2011,10465000.0,1830000.0,4889000.0,53000.0,,
March 2012,25517000.0,1992000.0,4151000.0,-15732000.0,,
June 2012,9354000.0,1884000.0,5033000.0,157000.0,,
September 2012,9443000.0,1802000.0,4269000.0,252000.0,,
December 2012,10073000.0,1725000.0,5235000.0,-65000.0,,
March 2013,9008000.0,2067000.0,3745000.0,188000.0,,
June 2013,7988000.0,1671000.0,3700000.0,-633000.0,,
September 2013,7770000.0,1618000.0,3641000.0,-210000.0,,
December 2013,8166000.0,1395000.0,4233000.0,-878000.0,,
March 2014,6864000.0,1214000.0,3506000.0,163000.0,,
June 2014,6604000.0,1173000.0,3370000.0,-247000.0,,
September 2014,6283000.0,1217000.0,2959000.0,25000.0,,
December 2014,6055000.0,1160000.0,2817000.0,-923000.0,,
March 2015,6525000.0,1244000.0,3192000.0,-541000.0,,
June 2015,6030000.0,1291000.0,2859000.0,-696000.0,,
