,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2012,0.0,-32793.0,0.0,,
March 2013,7281.5,-3500.0,,,
June 2013,7281.5,-8117.0,,,
September 2013,7281.5,-8649.0,13125.0,13125.0,
December 2013,7281.5,-33000.0,10008904.0,8904.0,10000000.0
March 2014,255120.0,-285120.0,10007872.0,7872.0,
June 2014,257776.0,-38296.0,10002290.0,2290.0,
September 2014,262890.5,-83250.0,10007172.0,7172.0,
December 2014,262890.5,-752531.0,9002161.0,2161.0,
March 2015,258954.0,-278954.0,8750532.0,532.0,
June 2015,266499.0,-286499.0,8501783.0,1783.0,
September 2015,254402.0,-274402.0,,,
December 2015,261788.0,-8281788.0,275.0,275.0,
March 2016,65230.0,-85230.0,270.0,270.0,
June 2016,8495.0,-28495.0,,,
September 2016,8140.0,-28140.0,264.0,264.0,
December 2016,,,167.0,167.0,
March 2017,3415.0,-23415.0,176.0,176.0,
June 2017,7946.0,-27946.0,354.0,354.0,
