,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2007,,676745.0,-0.5,,,
December 2007,,676745.0,-0.5,,,
March 2008,507050.0,-157568.0,-101676.5,,,
June 2008,507050.0,-157568.0,-101676.5,,,
September 2008,507050.0,-157568.0,-101676.5,,,
December 2008,507050.0,-157568.0,-101676.5,,,
March 2009,507050.0,-157568.0,-76547.5,,,
June 2009,507050.0,-157568.0,-76547.5,,,
September 2009,507050.0,-157568.0,-76547.5,,,
December 2009,507050.0,-157568.0,-76547.5,,,
March 2010,507050.0,12896.0,-56521.5,,,
June 2010,507050.0,70664.0,-56521.5,240226.0,112721.0,
September 2010,507050.0,153645.0,-373940.0,,,
December 2010,507050.0,253223.0,-720578.0,102843.0,77738.0,
March 2011,507050.0,243070.0,-503178.0,,,
June 2011,507050.0,1617886.0,-2432218.0,,,
September 2011,507050.0,132496.0,1031863.0,132782.0,99409.0,
December 2011,507050.0,-815920.0,-2536570.0,354757.0,336368.0,
March 2012,507050.0,76430.0,-1317331.0,766642.0,313514.0,
June 2012,507050.0,359829.0,-995327.0,,,
September 2012,507050.0,32837.0,564378.0,725033.0,304390.0,
December 2012,507050.0,1142603.0,-3381016.0,1209937.0,676794.0,
March 2013,1885000.0,663924.0,-2857288.0,1198760.0,552617.0,
June 2013,1304000.0,474671.0,-1197000.0,1127181.0,481038.0,
September 2013,679000.0,289000.0,-3040000.0,2149031.0,1502888.0,
December 2013,1843000.0,661405.0,-8037712.0,1859000.0,1248000.0,
March 2014,1636000.0,517000.0,-5542000.0,5871000.0,4525000.0,
June 2014,3741000.0,1640000.0,-4025000.0,3412000.0,1801000.0,
September 2014,3969000.0,1899000.0,-4399000.0,2757000.0,1101000.0,
December 2014,12008000.0,9706000.0,-13311000.0,2258000.0,412000.0,1642000.0
March 2015,6538000.0,2477000.0,-6580000.0,11257000.0,611000.0,
June 2015,5596000.0,2257000.0,-5721000.0,11383000.0,784000.0,
September 2015,3556000.0,1513000.0,-5722000.0,15383000.0,1035000.0,
December 2015,9131000.0,7009000.0,-7191000.0,11771000.0,828000.0,10943000.0
March 2016,2652000.0,1357000.0,-1576000.0,11865000.0,942000.0,10923000.0
