,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,1720500.0,4739250.0,-3641250.0,,,
June 2009,1720500.0,4739250.0,-3641250.0,,,
September 2009,1720500.0,4739250.0,-3641250.0,,,
December 2009,1720500.0,4739250.0,-3641250.0,,,
March 2010,1638000.0,5539000.0,-293000.0,,,
June 2010,1557000.0,5237000.0,255000.0,,,
September 2010,1618000.0,5758000.0,-20000.0,,,
December 2010,1762000.0,6529000.0,2239000.0,67645000.0,61013000.0,
March 2011,1867000.0,5924000.0,1829000.0,,,
June 2011,1764000.0,5984000.0,-14000.0,65722000.0,59706000.0,
September 2011,1914000.0,6013000.0,-2214000.0,63387000.0,57266000.0,
December 2011,1511000.0,4800000.0,-2323000.0,56718000.0,50944000.0,
March 2012,1482000.0,5413000.0,-2007000.0,57277000.0,51882000.0,
June 2012,1306000.0,5336000.0,-2149000.0,58565000.0,53363000.0,
September 2012,1333000.0,4925000.0,-2398000.0,54062000.0,49008000.0,
December 2012,1329000.0,5387000.0,-4443000.0,48669000.0,43519000.0,292000.0
March 2013,1134000.0,4653000.0,-3124000.0,45495000.0,40665000.0,
June 2013,1017000.0,4355000.0,-261000.0,47472000.0,43076000.0,
September 2013,1276000.0,6228000.0,-5074000.0,42262000.0,38167000.0,
December 2013,1177000.0,4550000.0,-3009000.0,40330000.0,36318000.0,553000.0
March 2014,1211000.0,4610000.0,-1786000.0,36891000.0,32633000.0,
June 2014,1029000.0,5091000.0,594000.0,40710000.0,36612000.0,
September 2014,939000.0,4921000.0,0.0,39255000.0,34466000.0,
