,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2018,1112096.0,146751.0,-109523.0,,
June 2018,761844.0,257987.0,-271986.0,,
September 2018,301135.0,122334.0,-84323.0,,
December 2018,167244.0,229735.0,-54008.0,172472.0,172472.0
March 2019,192154.0,81589.0,-72844.0,144347.0,144347.0
June 2019,157846.0,75461.0,-62533.0,118782.0,118782.0
September 2019,224248.0,57566.0,-83419.0,70188.0,70188.0
December 2019,121036.0,63600.0,-84272.0,112395.0,112395.0
March 2020,91810.0,73169.0,-70512.0,72003.0,72003.0
June 2020,127689.0,104754.0,-113356.0,85901.0,85901.0
September 2020,102019.0,88844.0,-95703.0,51592.0,51592.0
December 2020,99032.0,96180.0,-100059.0,37999.0,37999.0
March 2021,73188.0,64769.0,-75458.0,21719.0,21719.0
June 2021,67331.0,59383.0,-70304.0,,
September 2021,54111.0,45394.0,-50091.0,21851.0,21851.0
December 2021,72627.0,65244.0,-75728.0,25390.0,25390.0
March 2022,79048.0,71720.0,-82187.0,20544.0,20544.0
June 2022,55028.0,48913.0,-58118.0,36802.0,36802.0
