,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2011,-185000.0,,,
June 2011,-185000.0,,,
September 2011,-185000.0,,,
December 2011,-185000.0,,,
March 2012,-5074000.0,,,
June 2012,-72308000.0,,,
September 2012,-81473000.0,,,
December 2012,5064000.0,290068000.0,27337000.0,6480000.0
March 2013,-2456000.0,,,
June 2013,53970000.0,,,
September 2013,-1808000.0,,,
December 2013,-364000.0,589935000.0,55194000.0,17228000.0
March 2014,1611000.0,598717000.0,46572000.0,11626000.0
June 2014,5627000.0,626520000.0,46374000.0,12374000.0
September 2014,13425000.0,710692000.0,73034000.0,17487000.0
December 2014,30290000.0,775794000.0,63619000.0,19875000.0
March 2015,614000.0,789922000.0,50953000.0,18856000.0
June 2015,-114395000.0,693726000.0,39654000.0,13680000.0
September 2015,-188201000.0,488227000.0,37717000.0,
December 2015,-157525000.0,430868000.0,84966000.0,
March 2016,-69857000.0,350167000.0,51578000.0,
June 2016,-14481000.0,287348000.0,70695000.0,
September 2016,-178000.0,299967000.0,65149000.0,
December 2016,-4545000.0,300204000.0,105379000.0,
March 2017,-18698000.0,362965000.0,108519000.0,
June 2017,-2779000.0,371300000.0,103147000.0,
September 2017,-12299000.0,370807000.0,75149000.0,
December 2017,-12979000.0,380123000.0,54171000.0,
March 2018,-15511000.0,377094000.0,123833000.0,
June 2018,-35822000.0,339203000.0,70008000.0,
September 2018,-17527000.0,335253000.0,40778000.0,
