,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,12426500.0,651250.0,,,
June 2009,12426500.0,651250.0,,,
September 2009,12426500.0,651250.0,,,
December 2009,12426500.0,651250.0,,,
March 2010,12671000.0,-843000.0,,,
June 2010,13519000.0,3877000.0,,,
September 2010,12278000.0,1710000.0,,,
December 2010,11934000.0,-1553000.0,266391000.0,65560000.0,
March 2011,12360000.0,-1178000.0,,,
June 2011,13470000.0,1587000.0,273186000.0,68373000.0,
September 2011,12313000.0,-707000.0,275935000.0,73825000.0,
December 2011,12956000.0,-3433000.0,263670000.0,63615000.0,200055000.0
March 2012,13179000.0,-2516000.0,269914000.0,72260000.0,
June 2012,13701000.0,-518000.0,264833000.0,69435000.0,195398000.0
September 2012,13849000.0,-2597000.0,267917000.0,74391000.0,193526000.0
December 2012,13415000.0,-3928000.0,256143000.0,65263000.0,190880000.0
March 2013,13856000.0,-1323000.0,264174000.0,75886000.0,188288000.0
June 2013,15175000.0,1803000.0,265036000.0,78654000.0,186382000.0
September 2013,16844000.0,-257000.0,274729000.0,90571000.0,184158000.0
