,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,,516401.0,,,
June 2010,,1824559.0,,,
September 2010,,858894.0,,,
December 2010,,2539209.0,36686632.0,30350741.0,6335891.0
March 2011,,280432.0,,,
June 2011,,121524.0,44789745.0,32043922.0,12745823.0
September 2011,,1409062.0,50852266.0,36650879.0,14201387.0
December 2011,,671806.0,53205833.0,37840723.0,15365110.0
March 2012,,-147719.0,62410320.0,45699495.0,16710825.0
June 2012,,,,,
September 2012,,,,,
December 2012,,,,,
March 2013,,,,,
June 2013,,,,,
September 2013,,,,,
December 2013,,,,,
March 2014,,,,,
June 2014,,,,,
September 2014,,,,,
December 2014,,,,,
March 2015,,,,,
June 2015,,,,,
September 2015,,,,,
December 2015,,,,,
March 2016,,,,,
June 2016,,,,,
September 2016,,,,,
December 2016,,,,,
March 2017,,,,,
June 2017,,,,,
September 2017,,,,,
December 2017,,,,,
March 2018,20691.666666666668,-2002.25,,,
June 2018,20691.666666666668,-2002.25,,,
September 2018,20691.666666666668,-58070.5,,,
December 2018,54066.0,-58070.5,,,
March 2019,4906.0,-3113.6666666666665,,,
June 2019,4906.0,-3113.6666666666665,,,
September 2019,4906.0,-3113.6666666666665,,,
December 2019,27959.0,-24601.0,,,
