,NetIncomeLoss,Assets
March 2009,-6269250.0,
June 2009,-6269250.0,
September 2009,-6269250.0,
December 2009,-6269250.0,
March 2010,-546000.0,
June 2010,244000.0,
September 2010,1133000.0,
December 2010,-8734000.0,2271795000.0
March 2011,2150000.0,
June 2011,1171000.0,2380328000.0
September 2011,225000.0,2334074000.0
December 2011,1995000.0,2291629000.0
March 2012,-315000.0,2457596000.0
June 2012,-19322000.0,2436867000.0
September 2012,-2952000.0,2403913000.0
December 2012,-1836000.0,2414090000.0
March 2013,1351000.0,2590204000.0
June 2013,14025000.0,2574753000.0
September 2013,4823000.0,2681520000.0
December 2013,4062000.0,2752334000.0
March 2014,5292000.0,2735246000.0
June 2014,2855000.0,3014571000.0
September 2014,16032000.0,2986801000.0
December 2014,21192000.0,3041650000.0
March 2015,6804000.0,3049086000.0
June 2015,9292000.0,3218112000.0
September 2015,6463000.0,3179586000.0
December 2015,10372000.0,3172300000.0
March 2016,9860000.0,3310519000.0
June 2016,13074000.0,3532289000.0
September 2016,6427000.0,3715890000.0
December 2016,16551000.0,3747844000.0
March 2017,13545000.0,3753017000.0
June 2017,-5918000.0,6366758000.0
September 2017,13763000.0,6413522000.0
December 2017,42526000.0,6449582000.0
March 2018,9802000.0,6359835000.0
June 2018,15346000.0,6302130000.0
September 2018,172986000.0,6328684000.0
December 2018,15329000.0,6188476000.0
March 2019,13440000.0,6242554000.0
June 2019,16259000.0,6240475000.0
September 2019,-8463000.0,6322998000.0
December 2019,8918000.0,6638749000.0
March 2020,17901000.0,6824179000.0
June 2020,13489000.0,6644496000.0
September 2020,-6827000.0,6774572000.0
December 2020,28055000.0,6790692000.0
March 2021,22030000.0,6696591000.0
June 2021,23096000.0,6725404000.0
September 2021,21672000.0,6775631000.0
December 2021,31218000.0,6889689000.0
March 2022,18315000.0,6814908000.0
June 2022,6130000.0,4548877000.0
