,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,44400000.0,3375000.0,-10304000.0,,
June 2009,44400000.0,3375000.0,-10304000.0,,
September 2009,44400000.0,3375000.0,-10304000.0,,
December 2009,44400000.0,3375000.0,-10304000.0,,
March 2010,42190500.0,3020000.0,-6599500.0,,
June 2010,42190500.0,3020000.0,-6599500.0,,
September 2010,38016000.0,3264000.0,-6281000.0,,
December 2010,41375000.0,3530000.0,-23673000.0,532817000.0,62940000.0
March 2011,37084000.0,3907000.0,-3681000.0,,
June 2011,40244000.0,4149000.0,-11861000.0,,
September 2011,40112000.0,4024000.0,-5396000.0,498833000.0,51305000.0
December 2011,39593000.0,4805000.0,-10205000.0,493364000.0,54352000.0
March 2012,40173000.0,4346000.0,-21522000.0,475349000.0,45894000.0
June 2012,40072000.0,3955000.0,-10535000.0,,
September 2012,35079000.0,2420000.0,-7746000.0,462181000.0,46940000.0
December 2012,34982000.0,4349000.0,-9638000.0,452153000.0,45269000.0
March 2013,32172000.0,2280000.0,-10391000.0,461218000.0,57046000.0
June 2013,29920000.0,2347000.0,-10324000.0,465301000.0,62581000.0
