,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,5804500.0,-1780250.0,,,
June 2010,5804500.0,-1780250.0,,,
September 2010,5804500.0,-1780250.0,,,
December 2010,5804500.0,-1780250.0,,,
March 2011,7947000.0,-23000.0,,,
June 2011,9390000.0,-152000.0,,,
September 2011,10103000.0,-242000.0,,,
December 2011,13317000.0,130000.0,61885000.0,53110000.0,8775000.0
March 2012,16005000.0,-3973000.0,58258000.0,47202000.0,
June 2012,17989000.0,-2238000.0,176214000.0,168403000.0,
September 2012,21080000.0,-1769000.0,184438000.0,175699000.0,
December 2012,21316000.0,2550000.0,208449000.0,198584000.0,9865000.0
March 2013,24290000.0,-3753000.0,199842000.0,189152000.0,10690000.0
June 2013,27207000.0,-3053000.0,205497000.0,183027000.0,22470000.0
September 2013,26797000.0,-4605000.0,206266000.0,183223000.0,23043000.0
December 2013,41245000.0,-3703000.0,419604000.0,212856000.0,206748000.0
March 2014,42797000.0,-12947000.0,388780000.0,182214000.0,206566000.0
June 2014,42075000.0,-15090000.0,383173000.0,170116000.0,213057000.0
September 2014,135742000.0,-109435000.0,274948000.0,155328000.0,119620000.0
December 2014,44542000.0,-11616000.0,357640000.0,155029000.0,202611000.0
March 2015,47840000.0,-19783000.0,324934000.0,126095000.0,198839000.0
June 2015,44224000.0,-15458000.0,319471000.0,123895000.0,195576000.0
