,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,5565000.0,2818250.0,,,
June 2009,5565000.0,2818250.0,,,
September 2009,5565000.0,2818250.0,,,
December 2009,5565000.0,2818250.0,,,
March 2010,6196000.0,1427000.0,,,
June 2010,5560000.0,3510000.0,,,
September 2010,6669000.0,5043000.0,,,
December 2010,6635000.0,2612000.0,230188000.0,38373000.0,31801000.0
March 2011,6543000.0,2346000.0,,,
June 2011,6729000.0,2694000.0,237224000.0,49096000.0,31409000.0
September 2011,6147000.0,2133000.0,246926000.0,57247000.0,33017000.0
December 2011,7765000.0,1574000.0,243986000.0,52493000.0,32962000.0
March 2012,6706000.0,2294000.0,267464000.0,51276000.0,38294000.0
June 2012,7441000.0,1738000.0,264586000.0,49252000.0,37974000.0
September 2012,7123000.0,1741000.0,268750000.0,51121000.0,37616000.0
December 2012,6987000.0,2525000.0,268304000.0,45188000.0,39122000.0
March 2013,7449000.0,1626000.0,263425000.0,41979000.0,36715000.0
June 2013,7047000.0,2321000.0,265390000.0,45019000.0,36358000.0
September 2013,6953000.0,1862000.0,260958000.0,39861000.0,36001000.0
December 2013,7310000.0,1923000.0,266880000.0,43262000.0,38878000.0
March 2014,6963000.0,2073000.0,262117000.0,40811000.0,38970000.0
June 2014,8327000.0,1911000.0,270623000.0,49669000.0,39290000.0
